Protein Name	EC#	Reference	Organism	GenBank	Uniprot	PDB/3D	Taxonomy	Nrow_before_sepGenbank	FamilyName
pectate lyase C (PelC;PLc;Dda3937_04192)	4.2.2.2	pubmed	Dickeya dadantii 3937	CAA47822.1	E0SJQ7Q59420Q79AJ0		Bacteria	87	PL1
pectate lyase E (PelE;PLe;Dda3937_03371)	4.2.2.2	pubmed	Dickeya dadantii 3937	ADM99551.1	P0C1A5		Bacteria	87	PL1
pectate lyase E (PelE;PLe;Dda3937_03371)	4.2.2.2	pubmed	Dickeya dadantii 3937	AAA24854.1	P0C1A5		Bacteria	87	PL1
pectate lyase A (PelA;Dda3937_03370)	4.2.2.2	pubmed	Dickeya dadantii 3937	ADM99550.1	P0C1A3		Bacteria	87	PL1
pectate lyase A (PelA;Dda3937_03370)	4.2.2.2	pubmed	Dickeya dadantii 3937	AAA24846.1	P0C1A3		Bacteria	87	PL1
pectate lyase B (PelB;Dda3937_04193)	4.2.2.2	pubmed	Dickeya dadantii 3937	ADN00345.1	E0SJQ6Q59419		Bacteria	87	PL1
pectate lyase B (PelB;Dda3937_04193)	4.2.2.2	pubmed	Dickeya dadantii 3937	CAA47821.1	E0SJQ6Q59419		Bacteria	87	PL1
pectate lyase B (PelB;Dda3937_04193)	4.2.2.2	pubmed	Dickeya dadantii 3937	S25262	E0SJQ6Q59419		Bacteria	87	PL1
pectate lyase (Pel-90)	4.2.2.2	pubmed	Lysinibacillus fusiformis BS90	ADK23887.1	D8X179		Bacteria	87	PL1
cold-active and alkaline pectate lyase (PEL1) (fragment)	4.2.2.2	pubmed	Massilia eurypsychrophila S2016709	AXM05364.1			Bacteria	87	PL1
pectate lyase (PelB)	4.2.2.2	pubmed	Paenibacillus amylolyticus 27C64	ADB78775.2	D3JTC2		Bacteria	87	PL1
pectate lyase (PelB)	4.2.2.2	pubmed	Paenibacillus amylolyticus 27C64	ADB78775.1	D3JTC2		Bacteria	87	PL1
pectate lyase (PelN)	4.2.2.2	pubmed	Paenibacillus sp. 0602	AGM38211.1	W8CR80	5GT5[A,B]	Bacteria	87	PL1
pectate lyase A (PelA; PLa; ECA4067)	4.2.2.2	pubmed	Pectobacterium atrosepticum SCRI1043	CAG76964.1	Q6CZT4		Bacteria	87	PL1
pectate lyase III (Pel3;PelC)	4.2.2.2	pubmed	Pectobacterium carotovorum	BAA00953.1	P0C1C2P29171		Bacteria	87	PL1
pectin lyase (Pnl; PL6)	4.2.2.10	pubmed	Pectobacterium carotovorum	AAA24857.1	P24112		Bacteria	87	PL1
pectin lyase (Pnl; PL6)	4.2.2.10	pubmed	Pectobacterium carotovorum	CAW61559.1	P24112		Bacteria	87	PL1
pectin lyase (Pnl; PL6)	4.2.2.10	pubmed	Pectobacterium carotovorum	CAW70725.1	P24112		Bacteria	87	PL1
pectin lyase (Pnl; PL6)	4.2.2.10	pubmed	Pectobacterium carotovorum	CBC41674.1	P24112		Bacteria	87	PL1
pectin lyase (Pnl; PL6)	4.2.2.10	pubmed	Pectobacterium carotovorum	CBC59969.1	P24112		Bacteria	87	PL1
pectate lyase 1 (Pel1;PelI)	4.2.2.2	pubmed	Pectobacterium carotovorum ER / IAM1068 / ATROSEPTICA EC / ATROSEPTICA C18	AAC60423.1	P0C1C0P11430Q6CZT4		Bacteria	87	PL1
pectate lyase 1 (Pel1;PelI)	4.2.2.2	pubmed	Pectobacterium carotovorum ER / IAM1068 / ATROSEPTICA EC / ATROSEPTICA C18	BAA00155.1	P0C1C0P11430Q6CZT4		Bacteria	87	PL1
pectate lyase 1 (Pel1;PelI)	4.2.2.2	pubmed	Pectobacterium carotovorum ER / IAM1068 / ATROSEPTICA EC / ATROSEPTICA C18	CAA57439.1	P0C1C0P11430Q6CZT4		Bacteria	87	PL1
pectate lyase 2 (Pel2;PelII)	4.2.2.2	pubmed	Pectobacterium carotovorum ER / IAM1068 / ATROSEPTICA EC / ATROSEPTICA C18	AAC60422.1	P0C1C1P11431Q6CZT3		Bacteria	87	PL1
pectate lyase 2 (Pel2;PelII)	4.2.2.2	pubmed	Pectobacterium carotovorum ER / IAM1068 / ATROSEPTICA EC / ATROSEPTICA C18	AAA24848.1	P0C1C1P11431Q6CZT3		Bacteria	87	PL1
pectate lyase 2 (Pel2;PelII)	4.2.2.2	pubmed	Pectobacterium carotovorum ER / IAM1068 / ATROSEPTICA EC / ATROSEPTICA C18	CAA57440.1	P0C1C1P11431Q6CZT3		Bacteria	87	PL1
pectate lyase B (PelB)	4.2.2.2	pubmed	Pseudoalteromonas haloplanktis ANT/505	AAF86343.1	Q9KGY6		Bacteria	87	PL1
pectate lyase B (PelB)	4.2.2.2	pubmed	Pseudoalteromonas haloplanktis ANT/505	AAF86343.2	Q9KGY6		Bacteria	87	PL1
pectate lyase A (PelA)	4.2.2.2	pubmed	Pseudoalteromonas haloplanktis ANT/505	AAF86344.2	Q9KGY5		Bacteria	87	PL1
pectate lyase P (PelP)	4.2.2.2	pubmed	Pseudomonas amygdali pv. lachrymans	AAB17879.1	P72242		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudomonas fluorescens CY091	AAA93535.1	Q59671		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudomonas fluorescens CY091	AAB46399.1	Q59671		Bacteria	87	PL1
pectate lyase (PeL)	4.2.2.2	pubmed	Pseudomonas marginalis N6301	AAC60448.1	Q51915		Bacteria	87	PL1
pectate lyase (PeL)	4.2.2.2	pubmed	Pseudomonas marginalis N6301	BAA06848.1	Q51915		Bacteria	87	PL1
pectate lyase (PeL)	4.2.2.2	pubmed	Pseudomonas marginalis N6301	CAW61554.1	Q51915		Bacteria	87	PL1
pectate lyase (PeL)	4.2.2.2	pubmed	Pseudomonas marginalis N6301	CAW70720.1	Q51915		Bacteria	87	PL1
pectate lyase (PeL)	4.2.2.2	pubmed	Pseudomonas marginalis N6301	CBC41664.1	Q51915		Bacteria	87	PL1
pectate lyase (PeL)	4.2.2.2	pubmed	Pseudomonas marginalis N6301	CBC59958.1	Q51915		Bacteria	87	PL1
pectin lyase (PnL)	4.2.2.10	pubmed	Pseudomonas marginalis N6301	BAA06847.1	P27027Q51914		Bacteria	87	PL1
pectin lyase (PnL)	4.2.2.10	pubmed	Pseudomonas marginalis N6301	AAA92512.1	P27027Q51914		Bacteria	87	PL1
pectate lyase (Pel;Pstru-4)	4.2.2.2	pubmed	Pseudomonas viridiflava	AAB46398.1	Q2XNL9Q60140		Bacteria	87	PL1
pectate lyase (Pel;Pstru-4)	4.2.2.2	pubmed	Pseudomonas viridiflava	AAC41521.1	Q2XNL9Q60140		Bacteria	87	PL1
pectate lyase (Pel;Pstru-4)	4.2.2.2	pubmed	Pseudomonas viridiflava	ABB55454.1	Q2XNL9Q60140		Bacteria	87	PL1
pectate lyase (Pel;Pstru-4)	4.2.2.2	pubmed	Pseudomonas viridiflava	BAA08077.1	Q2XNL9Q60140		Bacteria	87	PL1
pectate lyase (Pel;Pstru-4)	4.2.2.2	pubmed	Pseudomonas viridiflava	CAW61556.1	Q2XNL9Q60140		Bacteria	87	PL1
pectate lyase (Pel;Pstru-4)	4.2.2.2	pubmed	Pseudomonas viridiflava	CAW70722.1	Q2XNL9Q60140		Bacteria	87	PL1
pectate lyase (Pel;Pstru-4)	4.2.2.2	pubmed	Pseudomonas viridiflava	CBC41668.1	Q2XNL9Q60140		Bacteria	87	PL1
pectate lyase (Pel;Pstru-4)	4.2.2.2	pubmed	Pseudomonas viridiflava	CBC59963.1	Q2XNL9Q60140		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	AAC38059.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW40858.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW46016.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW49220.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW50927.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW61470.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW62388.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW70636.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW71276.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW73756.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW79733.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW89172.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW91119.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW91814.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW95948.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW96169.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAW97015.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAX02092.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAX06662.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAX07016.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CAX07519.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CBC11518.1	O08454		Bacteria	87	PL1
pectate lyase (Pel)	4.2.2.2	pubmed	Pseudonocardia sp.	CBC98368.1	O08454		Bacteria	87	PL1
pectate lyase (SCO1880; SCI39.27c)	4.2.2.2	pubmed	Streptomyces coelicolor A3(2)	CAC38815.1	Q93RU6		Bacteria	87	PL1
pectate lyase (SCO1880; SCI39.27c)	4.2.2.2	pubmed	Streptomyces coelicolor A3(2)	CAW61443.1	Q93RU6		Bacteria	87	PL1
pectate lyase (SCO1880; SCI39.27c)	4.2.2.2	pubmed	Streptomyces coelicolor A3(2)	CAW70609.1	Q93RU6		Bacteria	87	PL1
pectate lyase (SCO1880; SCI39.27c)	4.2.2.2	pubmed	Streptomyces coelicolor A3(2)	CBC41453.1	Q93RU6		Bacteria	87	PL1
pectate lyase (SCO1880; SCI39.27c)	4.2.2.2	pubmed	Streptomyces coelicolor A3(2)	CBC59735.1	Q93RU6		Bacteria	87	PL1
pectate lyase (SCO1880; SCI39.27c)	4.2.2.2	pubmed	Streptomyces coelicolor A3(2)	NP_626147.1	Q93RU6		Bacteria	87	PL1
pectate lyase (SCO2821; SCBAC17F8.12c)	4.2.2.2	pubmed	Streptomyces coelicolor A3(2)	CAC44284.1	Q93J76		Bacteria	87	PL1
pectate lyase (SCO2821; SCBAC17F8.12c)	4.2.2.2	pubmed	Streptomyces coelicolor A3(2)	NP_627050.1	Q93J76		Bacteria	87	PL1
pectate lyase (pl-str)	4.2.2.2	pubmed	Streptomyces sp. S27 ACCC 41168	AER93403.1	I6NC71		Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	AAD35518.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	AGL49355.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	AHD17809.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	AKE28227.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW40843.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW46001.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW49205.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW50912.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW61439.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW62373.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW70605.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW71261.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW73741.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW79718.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW89134.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW91082.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW91782.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW95933.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW96154.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAW97000.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAX02077.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAX06647.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAX07001.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CAX07504.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CBC11503.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	CBC98340.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase A (PelA;TM0433)	4.2.2.2	pubmed	Thermotoga maritima MSB8	NP_228243.1	G4FHZ2Q9WYR4	3ZSC[A]	Bacteria	87	PL1
pectate lyase (PelB) (alkaline)	4.2.2.2	doi	uncultured bacterium	AGS49221.1	S5UBI8		Bacteria	87	PL1
pectate lyase (Pel;XCC0645)	4.2.2.2	pubmed	Xanthomonas campestris pv. campestris str. ATCC 33913	CAW61445.1	Q8PCR8		Bacteria	87	PL1
pectate lyase (Pel;XCC0645)	4.2.2.2	pubmed	Xanthomonas campestris pv. campestris str. ATCC 33913	AAM39961.1	Q8PCR8		Bacteria	87	PL1
pectate lyase (Pel;XCC0645)	4.2.2.2	pubmed	Xanthomonas campestris pv. campestris str. ATCC 33913	CBC41457.1	Q8PCR8		Bacteria	87	PL1
pectate lyase (Pel;XCC0645)	4.2.2.2	pubmed	Xanthomonas campestris pv. campestris str. ATCC 33913	CBC59739.1	Q8PCR8		Bacteria	87	PL1
pectate lyase (Pel;XCC0645)	4.2.2.2	pubmed	Xanthomonas campestris pv. campestris str. ATCC 33913	NP_636037.1	Q8PCR8		Bacteria	87	PL1
pectate lyase (Pel;XCC0645)	4.2.2.2	pubmed	Xanthomonas campestris pv. campestris str. ATCC 33913	NP_636037.2	Q8PCR8		Bacteria	87	PL1
pectate lyase II (PelB;XCC2815)	4.2.2.2	pubmed	Xanthomonas campestris pv. campestris str. ATCC 33913	AAM42087.1	Q8P6Z9	2QX3[A,B]2QXZ[A,B]2QY1[A,B]	Bacteria	87	PL1
pectate lyase II (PelB;XCC2815)	4.2.2.2	pubmed	Xanthomonas campestris pv. campestris str. ATCC 33913	NP_638163.1	Q8P6Z9	2QX3[A,B]2QXZ[A,B]2QY1[A,B]	Bacteria	87	PL1
pectate lyase (PelB;Pl;Pstru-3)	4.2.2.2	pubmed	Xanthomonas campestris PV. MALVACEARUM STRAIN B414	AAC41522.1	Q56806		Bacteria	87	PL1
exo-polygalacturonate lyase (PelW;Dda3937_03361)	4.2.2.9	pubmed	Dickeya dadantii 3937	ADM98617.1	Q05526Q93KC1		Bacteria	8	PL2
exo-polygalacturonate lyase (PelW;Dda3937_03361)	4.2.2.9	pubmed	Dickeya dadantii 3937	CAA43990.1	Q05526Q93KC1		Bacteria	8	PL2
exo-polygalacturonate lyase (PelW;Dda3937_03361)	4.2.2.9	pubmed	Dickeya dadantii 3937	CAC44117.1	Q05526Q93KC1		Bacteria	8	PL2
pectin lyase (PlA)	4.2.2.2	doi	Klebsiella sp. Y1(2011) / CGMCC 4433	ADY39305.1	G9BS16		Bacteria	8	PL2
pectate lyase (Pel153)	4.2.2.2	pubmed	Pectobacterium carotovorum EC153	AAA24851.1	Q47466		Bacteria	8	PL2
pectate lyase	4.2.2.2	pubmed	Pectobacterium carotovorum SCRI193	CAA34432.1	P14005		Bacteria	8	PL2
pectate lyase (YE4069) (PL2A)	4.2.2.2	pubmed	Yersinia enterocolitica subsp. enterocolitica 8081	CAL14085.1	A1JSS8	2V8I[A]2V8J[A]2V8K[A]	Bacteria	8	PL2
pectate lyase (YePL2A;CH47_3664;PelY)	4.2.2.2	pubmed	Yersinia enterocolitica WA	AJI84205.1		6OJK[A]6OJL[A]	Bacteria	8	PL2
pectate lyase (PelY)	4.2.2.2	pubmed	Yersinia pseudotuberculosis	AAA27660.1	P11278		Bacteria	8	PL2
bimodular/bifunctional pectin and pectate lyase (PL1B+PL9; Cthe_2179	4.2.2.104.2.2.2	pubmedpubmed	Acetivibrio thermocellus ATCC 27405	ABN53381.1			Bacteria	14	PL9
pectate lyase H (Pel-15H;Pel15H)	4.2.2.2	pubmed	Bacillus sp. KSM-P15	BAA81753.1	Q9XDT1		Bacteria	14	PL9
rhamnogalacturonan lyase (BT4170;BT_4170)	4.2.2.23	pubmed	Bacteroides thetaiotaomicron VPI-5482	AAO79275.1	Q8A051	5OLQ[A,B,C]5OLR[A,B,C]5OLS[A]	Bacteria	14	PL9
rhamnogalacturonan lyase (BT4170;BT_4170)	4.2.2.23	pubmed	Bacteroides thetaiotaomicron VPI-5482	NP_813081.1	Q8A051	5OLQ[A,B,C]5OLR[A,B,C]5OLS[A]	Bacteria	14	PL9
rhamnogalacturonan lyase (BT4183;BT_4183)	4.2.2.23	pubmed	Bacteroides thetaiotaomicron VPI-5482	AAO79288.1	Q8A038		Bacteria	14	PL9
rhamnogalacturonan lyase (BT4183;BT_4183)	4.2.2.23	pubmed	Bacteroides thetaiotaomicron VPI-5482	NP_813094.1	Q8A038		Bacteria	14	PL9
pectate lyase A (PelA)	4.2.2.2	pubmed	Clostridium cellulovorans	AAG59609.1	Q9AQF3		Bacteria	14	PL9
exopolygalacturonate lyase (PelX)	4.2.2.9	pubmed	Dickeya chrysanthemi EC16	AAA24850.1	P22751		Bacteria	14	PL9
pectate lyase (PelL)	4.2.2.2	pubmed	Dickeya chrysanthemi EC16	AAA99476.1	P0C1A6		Bacteria	14	PL9
pectate lyase (PelL1)	4.2.2.2	pubmed	Dickeya chrysanthemi PY35	AAF05308.1	Q9RP65		Bacteria	14	PL9
exo-polygalacturonate lyase (PelX;Dda3937_00143)	4.2.2.9	pubmed	Dickeya dadantii 3937	CAB39324.1	E0SDR9Q9Z5P8		Bacteria	14	PL9
exo-polygalacturonate lyase (PelX;Dda3937_00143)	4.2.2.9	pubmed	Dickeya dadantii 3937	ADN00761.1	E0SDR9Q9Z5P8		Bacteria	14	PL9
pectate lyase L (PelL;Dda3937_02794) (Pel9A)	4.2.2.2	pubmed	Dickeya dadantii 3937	ADM99100.1	P0C1A7Q47473	1RU4[A]	Bacteria	14	PL9
pectate lyase L (PelL;Dda3937_02794) (Pel9A)	4.2.2.2	pubmed	Dickeya dadantii 3937	CAA57041.1	P0C1A7Q47473	1RU4[A]	Bacteria	14	PL9
thiopeptidoglycan lyase (DssA)	4.2.2.-	pubmed	Paenibacillus koleovorans JCM 11186	BAB92974.2	Q8KKH8		Bacteria	14	PL9
thiopeptidoglycan lyase (DssA)	4.2.2.-	pubmed	Paenibacillus koleovorans JCM 11186	BAB92974.1	Q8KKH8		Bacteria	14	PL9
pectate lyase (PpPel9a,PPSC2_c5233)	4.2.2.2	pubmed	Paenibacillus polymyxa SC2	ADO59170.1	E3E7F9		Bacteria	14	PL9
pectate lyase 9A (Pel9A)	4.2.2.2	pubmed	Thermoclostridium stercorarium F-9	BAC87940.1	Q76EC9		Bacteria	14	PL9
pectate lyase (PelE)	4.2.2.2	doi	Alkalihalobacillus alcalophilus NTT33	AAG24437.1	Q9F5V5		Bacteria	7	PL10
pectate lyase E (Pel-15E;Pel15E)	4.2.2.2	pubmed	Bacillus sp. KSM-P15	BAA81752.1	Q9XDT2		Bacteria	7	PL10
pectate lyase (PelA;CJA_3104) (Pel10A)	4.2.2.2	pubmed	Cellvibrio japonicus Ueda107	ACE85516.1	B3PDE6Q9F7L3	1GXM[A,B]1GXN[A]1GXO[A]	Bacteria	7	PL10
pectate lyase (PelA;CJA_3104) (Pel10A)	4.2.2.2	pubmed	Cellvibrio japonicus Ueda107	AAG29353.1	B3PDE6Q9F7L3	1GXM[A,B]1GXN[A]1GXO[A]	Bacteria	7	PL10
pectate lyase A (PelA)	4.2.2.2	pubmed	Niveispirillum irakense KBC1	AAD25394.1	Q9X592	1R76[A]	Bacteria	7	PL10
pectate lyase (PelA)	4.2.2.2	pubmed	Treponema pectinovorum ATCC 33768	AAP41854.1	Q7X0P2		Bacteria	7	PL10
pectate lyase (PL D)	4.2.2.2	pubmed	Xanthomonas campestris ACCC 10048	AFQ23188.1	K7PRH9		Bacteria	7	PL10
rhamnogalacturonan I lyase (YesW;BLi01376;BL03786)	4.2.2.23	pubmed	Bacillus licheniformis DSM 13 = ATCC 14580	AAU40280.1	Q65KY4	4CAG[A]	Bacteria	7	PL11
rhamnogalacturonan I lyase (YesW;BLi01376;BL03786)	4.2.2.23	pubmed	Bacillus licheniformis DSM 13 = ATCC 14580	AAU22927.1	Q65KY4	4CAG[A]	Bacteria	7	PL11
rhamnogalacturonan I lyase (YesW;BLi01376;BL03786)	4.2.2.23	pubmed	Bacillus licheniformis DSM 13 = ATCC 14580	ACR87898.1	Q65KY4	4CAG[A]	Bacteria	7	PL11
rhamnogalacturonan I lyase (YesW;BLi01376;BL03786)	4.2.2.23	pubmed	Bacillus licheniformis DSM 13 = ATCC 14580	CAF05577.1	Q65KY4	4CAG[A]	Bacteria	7	PL11
rhamnogalacturonan I lyase (YesW;BLi01376;BL03786)	4.2.2.23	pubmed	Bacillus licheniformis DSM 13 = ATCC 14580	CAV28465.1	Q65KY4	4CAG[A]	Bacteria	7	PL11
endo-rhamnogalacturonan lyase (YesW;BSU07050)	4.2.2.23	pubmed	Bacillus subtilis subsp. subtilis str. 168	CAB12524.1	A0A6M4JDV3O31526	2Z8R[A,B]2Z8S[A,B]2ZUX[A,B]	Bacteria	7	PL11
endo-rhamnogalacturonan lyase (YesW;BSU07050)	4.2.2.23	pubmed	Bacillus subtilis subsp. subtilis str. 168	AIY91997.1	A0A6M4JDV3O31526	2Z8R[A,B]2Z8S[A,B]2ZUX[A,B]	Bacteria	7	PL11
endo-rhamnogalacturonan lyase (YesW;BSU07050)	4.2.2.23	pubmed	Bacillus subtilis subsp. subtilis str. 168	AQR80661.1	A0A6M4JDV3O31526	2Z8R[A,B]2Z8S[A,B]2ZUX[A,B]	Bacteria	7	PL11
endo-rhamnogalacturonan lyase (YesW;BSU07050)	4.2.2.23	pubmed	Bacillus subtilis subsp. subtilis str. 168	AQR84874.1	A0A6M4JDV3O31526	2Z8R[A,B]2Z8S[A,B]2ZUX[A,B]	Bacteria	7	PL11
endo-rhamnogalacturonan lyase (YesW;BSU07050)	4.2.2.23	pubmed	Bacillus subtilis subsp. subtilis str. 168	NP_388586.1	A0A6M4JDV3O31526	2Z8R[A,B]2Z8S[A,B]2ZUX[A,B]	Bacteria	7	PL11
exo-unsaturated rhamnogalacturonan lyase (YesX;BSU07060)	4.2.2.24	pubmed	Bacillus subtilis subsp. subtilis str. 168	CAB12525.1	A0A6M4JFS4O31527	2ZUY[A]	Bacteria	7	PL11
exo-unsaturated rhamnogalacturonan lyase (YesX;BSU07060)	4.2.2.24	pubmed	Bacillus subtilis subsp. subtilis str. 168	AIY95460.1	A0A6M4JFS4O31527	2ZUY[A]	Bacteria	7	PL11
exo-unsaturated rhamnogalacturonan lyase (YesX;BSU07060)	4.2.2.24	pubmed	Bacillus subtilis subsp. subtilis str. 168	AQR80662.1	A0A6M4JFS4O31527	2ZUY[A]	Bacteria	7	PL11
exo-unsaturated rhamnogalacturonan lyase (YesX;BSU07060)	4.2.2.24	pubmed	Bacillus subtilis subsp. subtilis str. 168	AQR84875.1	A0A6M4JFS4O31527	2ZUY[A]	Bacteria	7	PL11
exo-unsaturated rhamnogalacturonan lyase (YesX;BSU07060)	4.2.2.24	pubmed	Bacillus subtilis subsp. subtilis str. 168	NP_388587.1	A0A6M4JFS4O31527	2ZUY[A]	Bacteria	7	PL11
rhamnogalacturonan lyase (BT4175;BT_4175)	4.2.2.23	pubmed	Bacteroides thetaiotaomicron VPI-5482	AAO79280.1	Q8A046		Bacteria	7	PL11
rhamnogalacturonan lyase (BT4175;BT_4175)	4.2.2.23	pubmed	Bacteroides thetaiotaomicron VPI-5482	NP_813086.1	Q8A046		Bacteria	7	PL11
