Protein Name	EC#	Reference	Organism	GenBank	Uniprot	PDB/3D	Taxonomy	Nrow_before_sepGenbank	FamilyName
β-agarase II / E (AgaE;Sde_2655) (Aga86E)	3.2.1.81	doi	Saccharophagus degradans 2-40	ABD81915.1	Q21HB4		Bacteria	12	GH86
β-agarase (Aga86A; Aga86A_W)	3.2.1.81	pubmed	Wenyingzhuangia sp. OF219	QDQ19054.1			Bacteria	12	GH86
chondroitin lyase / chondroitinase (ODV-E66;AcODV-E66)	4.2.2.-	pubmed	Autographa californica nucleopolyhedrovirus	AAA66676.1	Q00704	3VSM[A]	Viruses	3	PL23
chondroitin lyase / chondroitinase (ODV-E66;BmODV-E66;Bmnpvgp039)	4.2.2.-	pubmed	Bombyx mori nucleopolyhedrovirus	AAC63721.1	O92413		Viruses	3	PL23
chondroitin lyase / chondroitinase (ODV-E66;BmODV-E66;Bmnpvgp039)	4.2.2.-	pubmed	Bombyx mori nucleopolyhedrovirus	NP_047452.1	O92413		Viruses	3	PL23
unsaturated glucuronyl hydrolase (Ugl)	3.2.1.179	pubmed	Bacillus sp. GL1	BAA84216.1	Q9RC92	1VD5[A]2AHF[A,B]2AHG[A,B]2D5J[A,B]2FUZ[A]2FV0[A,B]2FV1[A,B]	Bacteria	10	GH88
d-4,5-unsaturated uronyl hydrolase cleaving on d-4,5-unsaturated heparin disaccharides lacking O2 sulfation (BT4658)	3.2.1.-	pubmed	Bacteroides thetaiotaomicron VPI-5482	AAO79763.1	Q89YS3		Bacteria	10	GH88
d-4,5-unsaturated uronyl hydrolase cleaving on d-4,5-unsaturated heparin disaccharides lacking O2 sulfation (BT4658)	3.2.1.-	pubmed	Bacteroides thetaiotaomicron VPI-5482	NP_813569.1	Q89YS3		Bacteria	10	GH88
d-4,5-unsaturated β-glucuronyl hydrolase (Ugl;UGL;CPF_0400)	3.2.1.-	pubmed	Clostridium perfringens ATCC 13124	ABG82476.1	A0A0H2YP09Q0TU33		Bacteria	10	GH88
[ulvan] unsaturated glucuronyl hydrolase (BN863_21900)	3.2.1.-	pubmed	Formosa agariphila KMM 3901	CDF79902.1	T2KLZ3		Bacteria	10	GH88
d-4,5-unsaturated β-glucuronidase / unsaturated glucuronyl hydrolase (UGL;Phep_2830)	3.2.1.-	pubmed	Pedobacter heparinus DSM 2366	ACU05029.1	C6Y1N7	3WIW[A]	Bacteria	10	GH88
unsaturated glucuronyl hydrolase (Ugl;Gbs1889)	3.2.1.180	pubmed	Streptococcus agalactiae NEM316	CAD47548.1	Q8E372	2ZZR[A]3ANI[A]3ANJ[A]3ANK[A]3VXD[A,B,C,D]3WUX[A]	Bacteria	10	GH88
unsaturated glucuronyl hydrolase (Ugl;Gbs1889)	3.2.1.180	pubmed	Streptococcus agalactiae NEM316	NP_736323.1	Q8E372	2ZZR[A]3ANI[A]3ANJ[A]3ANK[A]3VXD[A,B,C,D]3WUX[A]	Bacteria	10	GH88
unsaturated glucuronyl hydrolase (Ugl;spr0292)	3.2.1.180	pubmed	Streptococcus pneumoniae R6	AAK99096.1	Q8DR77		Bacteria	10	GH88
unsaturated glucuronyl hydrolase (Ugl;spr0292)	3.2.1.180	pubmed	Streptococcus pneumoniae R6	NP_357886.1	Q8DR77		Bacteria	10	GH88
unsaturated glucuronyl hydrolase (Ugl;SPy0632 )	3.2.1.180	pubmed	Streptococcus pyogenes M1 GAS SF370	AAK33600.1	Q9A0T3		Bacteria	10	GH88
unsaturated glucuronyl hydrolase (Ugl;SPy0632 )	3.2.1.180	pubmed	Streptococcus pyogenes M1 GAS SF370	NP_268879.1	Q9A0T3		Bacteria	10	GH88
d-4,5-unsaturated β-glucuronyl hydrolase (BFO_2285)	3.2.1.-	pubmed	Tannerella forsythia 92A2	AEW20531.1			Bacteria	10	GH88
α-neoagarobiose hydrolase (NABH; AgaWH117)	3.2.1.159	pubmed	Agarivorans gilvus WH0801	AHM94173.1			Bacteria	12	GH117
α-neoagarooligosaccharide hydrolase (AgaNash)	3.2.1.159	pubmed	Cellvibrio sp. OA-2007	BAQ55620.2	A0A0D5ZYJ2		Bacteria	12	GH117
α-1,3-L-neoagarooligasaccharide hydrolase (Ahg558)	3.2.1.159	pubmed	Gayadomonas joobiniege	WP_017446786.1			Bacteria	12	GH117
β-galactofuranosidase (FbacS_010100003501)	3.2.1.146	pubmed	Ochrovirga pacifica	WP_010134686.1			Bacteria	12	GH117
α-1,3-(3,6-anhydro)-L-galactosidase / α-neoagaro-oligosaccharide hydrolase (Ph1615)	3.2.1.159	pubmed	Paraglaciecola hydrolytica S66	QEP52090.1			Bacteria	12	GH117
α-1,3-3,6-anhydro-L-galactosidase (BpGH117;BACPLE_01671)	3.2.1.159	pubmed	Phocaeicola plebeius DSM 17135	EDY95405.1	B5CY74	4AK5[A,B]4AK6[A,B]4AK7[A,B]	Bacteria	12	GH117
α-1,3-L-neoagarobiase F / α-1,3-L-neoagarobiose hydrolase (NABH;Sde_2657) (Aga117F)	3.2.1.159	doi	Saccharophagus degradans 2-40	ABD81917.1	Q21HB2	3R4Y[A,B]3R4Z[A,B]	Bacteria	12	GH117
neoagaroligosaccharide hydrolase / α-neoagarobiose hydrolase (ScJC117; Sco3481)	3.2.1.159	pubmed	Streptomyces coelicolor A3(2)	CAB61805.1	Q9RKF6		Bacteria	12	GH117
neoagaroligosaccharide hydrolase / α-neoagarobiose hydrolase (ScJC117; Sco3481)	3.2.1.159	pubmed	Streptomyces coelicolor A3(2)	NP_627684.1	Q9RKF6		Bacteria	12	GH117
α-1,3-L-(3,6-anhydro)-galactosidase / α-neoagarobiose hydrolase (AhgA;ZgAhgA;Zg4663;zobellia_4663)	3.2.1.159	pubmed	Zobellia galactanivorans DsijT	CAZ98798.1	F0V1E3	3P2N[A,B]	Bacteria	12	GH117
α-1,3-L-(3,6-anhydro)-galactosidase / α-neoagarobiose hydrolase (AhgA;ZgAhgA;Zg4663;zobellia_4663)	3.2.1.159	pubmed	Zobellia galactanivorans DsijT	CBM41465.1	F0V1E3	3P2N[A,B]	Bacteria	12	GH117
exo-α-1,3-(3,6-anhydro)-L-galactosidase (Zg3615;zobellia_3615)	3.2.1.159	pubmed	Zobellia galactanivorans DsijT	CAZ97753.1	F0V1E2	4U6D[A,B]	Bacteria	12	GH117
exo-α-1,3-(3,6-anhydro)-L-galactosidase (Zg3615;zobellia_3615)	3.2.1.159	pubmed	Zobellia galactanivorans DsijT	CBM41462.1	F0V1E2	4U6D[A,B]	Bacteria	12	GH117
