Protein Name	EC#	Reference	Organism	GenBank	Uniprot	PDB/3D	Taxonomy	Nrow_before_sepGenbank	FamilyName
chitinase (ChiA;L9964) (Chi18A)	3.2.1.14	pubmed	Lactococcus lactis subsp. lactis Il1403	NP_268107.1	Q9CE95	3IAN[A]	Bacteria	100	GH18
endochitinase (ChiA;lpl1121)	3.2.1.14	pubmed	Legionella pneumophila str. Lens	CAH15360.1	Q5WXH7		Bacteria	100	GH18
chitinase (ChiA;Lmo1883)	3.2.1.14	pubmed	Listeria monocytogenes EGD-e	CAC99961.1	Q8Y619		Bacteria	100	GH18
chitinase (ChiA;Lmo1883)	3.2.1.14	pubmed	Listeria monocytogenes EGD-e	NP_465407.1	Q8Y619		Bacteria	100	GH18
chitinase (ChiB;Lmo0105)	3.2.1.14	pubmed	Listeria monocytogenes EGD-e	CAC98320.1	Q8YAL3		Bacteria	100	GH18
chitinase (ChiB;Lmo0105)	3.2.1.14	pubmed	Listeria monocytogenes EGD-e	NP_463638.1	Q8YAL3		Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	pubmed	Lysobacter enzymogenes C3	AAT77163.1	Q6BCF8		Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	pubmed	Lysobacter enzymogenes C3	ALN56484.1	Q6BCF8		Bacteria	100	GH18
chitinase 60 (Chi60;MmChi60)	3.2.1.14	pubmed	Moritella marina	CAM88673.1	B1VBB0	4HMC[A]4HMD[A]4HME[A]4MB3[A]4MB4[A]4MB5[A]4W5Z[A]	Bacteria	100	GH18
chitinase (Chi1)	3.2.1.14	pubmed	Niallia circulans C-2	AAF74782.1	Q9KHB3		Bacteria	100	GH18
chitinase (Chi41)	3.2.1.14	pubmed	Niallia circulans NO. 4.1	AAF23368.1	Q9RG51		Bacteria	100	GH18
chitinase A1 (ChiA;ChiA1)	3.2.1.14	pubmed	Niallia circulans WL-12	AAA81528.1	P20533	1ITX[A]	Bacteria	100	GH18
chitinase C1 (ChiC) (fragment)	3.2.1.14	doi	Niallia circulans WL-12	BAA13974.1	P94289		Bacteria	100	GH18
chitinase D (ChiD)	3.2.1.14	pubmed	Niallia circulans WL-12	BAA34114.1	P27050		Bacteria	100	GH18
chitinase (ChiA)	3.2.1.14	pubmed	Nocardiopsis prasina OPC-131	BAC45251.1	Q8GI54		Bacteria	100	GH18
exo-chitinase (Chi1;PbChi74) (GlcNAc-producing)	3.2.1.-	pubmed	Paenibacillus barengoltzii CAU904	AIC64238.1	A0A060KSS6		Bacteria	100	GH18
chitinase (Chi68;PeChi68)	3.2.1.14	pubmed	Paenibacillus elgii HOA73	ARU77129.1	A0A1Y0JY52		Bacteria	100	GH18
chitinase (ChiC)	3.2.1.14	pubmed	Paenibacillus sp. FPU-7	BAM67139.1			Bacteria	100	GH18
chitinase (ChiE)	3.2.1.14	pubmed	Paenibacillus sp. FPU-7	BAM67141.1			Bacteria	100	GH18
multi-modular chitinase (ChiW)	3.2.1.14	pubmedpubmed	Paenibacillus sp. FPU-7	BAM67143.1	K7ZLW6	5GZT[B]5GZU[A,B]5GZV[A,B]	Bacteria	100	GH18
multi-modular chitinase (ChiW)	3.2.1.14	pubmedpubmed	Paenibacillus sp. FPU-7	BAM67143.1	K7ZLW6	5GZT[B]5GZU[A,B]5GZV[A,B]	Bacteria	100	GH18
chitinase (ChiA)	3.2.1.14	pubmed	Paenibacillus sp. FPU-7	BAM67137.1			Bacteria	100	GH18
chitinase (ChiB)	3.2.1.14	pubmed	Paenibacillus sp. FPU-7	BAM67138.1			Bacteria	100	GH18
chitinase (ChiD)	3.2.1.14	pubmed	Paenibacillus sp. FPU-7	BAM67140.1			Bacteria	100	GH18
chitinase (ChiF)	3.2.1.14	pubmed	Paenibacillus sp. FPU-7	BAM67142.1	K7ZS16		Bacteria	100	GH18
chitinase (fragment)	3.2.1.14		proteobacterium 12A	ABE96872.1	A1XNE9		Bacteria	100	GH18
endochitinase Chi23	3.2.1.14	pubmed	Pseudoalteromonas aurantia DSM 6057	QGN68168.1	A0A650AJ72	6K7Z[A,B,C,D]	Bacteria	100	GH18
β-N-acetylglucosaminidase (chi22718_III;Orf2)	3.2.1.14	pubmed	Pseudoalteromonas issachenkonii PAMC 22718	AGX85874.1			Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.200	pubmed	Pseudoalteromonas piscicida O-7	BAA02908.1	P32823		Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.200	pubmed	Pseudoalteromonas piscicida O-7	BAB79620.1	P32823		Bacteria	100	GH18
chitinase C (ChiC)	3.2.1.14	pubmed	Pseudoalteromonas piscicida O-7	BAA24795.1	O50590		Bacteria	100	GH18
chitinase B (ChiB)	3.2.1.14	pubmed	Pseudoalteromonas piscicida O-7	BAC53628.1			Bacteria	100	GH18
chitinase D (ChiD)	3.2.1.200	pubmedpubmed	Pseudoalteromonas piscicida O-7	BAB79618.1	Q8VLQ3		Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	pubmed	Pseudoalteromonas sp. S9 S91	AAC79665.1	Q9ZIX4		Bacteria	100	GH18
chitinase C (ChiC)	3.2.1.14	pubmed	Pseudoalteromonas sp. S9 S91	AAC79667.1	Q9ZIX2		Bacteria	100	GH18
chitinase (Pachi)	3.2.1.14	pubmed	Pseudomonas aeruginosa 0364	ALD59804.1	A0A0M4K3X3		Bacteria	100	GH18
chitinase (PaChi;PADK2_13770)	3.2.1.14	pubmed	Pseudomonas aeruginosa DK2	AFM65035.1			Bacteria	100	GH18
chitinase (ChiC;PA2300)	3.2.1.14	pubmed	Pseudomonas aeruginosa PAO1	AAG05688.1	G3XCM1Q9I1H5		Bacteria	100	GH18
chitinase (ChiC;PA2300)	3.2.1.14	pubmed	Pseudomonas aeruginosa PAO1	AAK69491.1	G3XCM1Q9I1H5		Bacteria	100	GH18
chitinase (ChiC;PA2300)	3.2.1.14	pubmed	Pseudomonas aeruginosa PAO1	ACQ33294.1	G3XCM1Q9I1H5		Bacteria	100	GH18
chitinase (ChiC;PA2300)	3.2.1.14	pubmed	Pseudomonas aeruginosa PAO1	CAC27256.1	G3XCM1Q9I1H5		Bacteria	100	GH18
chitinase (ChiC;PA2300)	3.2.1.14	pubmed	Pseudomonas aeruginosa PAO1	CAC27257.1	G3XCM1Q9I1H5		Bacteria	100	GH18
chitinase (ChiC;PA2300)	3.2.1.14	pubmed	Pseudomonas aeruginosa PAO1	NP_250990.1	G3XCM1Q9I1H5		Bacteria	100	GH18
chitinase	3.2.1.14	pubmed	Pseudomonas sp. BK1	AAP79427.1	Q6X934		Bacteria	100	GH18
chitinase (PchA)	3.2.1.14	pubmed	Pseudomonas sp. PE2	BAB79259.1	Q8VUU6		Bacteria	100	GH18
chitinase C (ChiC;PsChiC)	3.2.1.14	doi	Pseudomonas sp. TxG6-1	ADW77630.1	V5IV80		Bacteria	100	GH18
chitinase (ChiA)	3.2.1.14	pubmed	Rhodothermus marinus PRI378	AAU11838.1	Q66SU9		Bacteria	100	GH18
chitodextrinase 18A (CdxA;Sde_3982) (Cdx18A)	3.2.1.14	pubmed	Saccharophagus degradans 2-40	AAO47607.1	Q84AP8		Bacteria	100	GH18
chitodextrinase 18A (CdxA;Sde_3982) (Cdx18A)	3.2.1.14	pubmed	Saccharophagus degradans 2-40	ABD83237.1	Q84AP8		Bacteria	100	GH18
chitodextrinase 18A (CdxA;Sde_3982) (Cdx18A)	3.2.1.14	pubmed	Saccharophagus degradans 2-40	ACG81705.1	Q84AP8		Bacteria	100	GH18
endo/exo-chitinase 18B (ChiB;Sde_3870) (Chi18B)	3.2.1.14	pubmed	Saccharophagus degradans 2-40	DAA01334.1	Q7PC53		Bacteria	100	GH18
endo/exo-chitinase 18B (ChiB;Sde_3870) (Chi18B)	3.2.1.14	pubmed	Saccharophagus degradans 2-40	ABD83125.1	Q7PC53		Bacteria	100	GH18
endo/exo-chitinase 18B (ChiB;Sde_3870) (Chi18B)	3.2.1.14	pubmed	Saccharophagus degradans 2-40	ACG81702.1	Q7PC53		Bacteria	100	GH18
endo/exo-chitinase 18B (ChiB;Sde_3870) (Chi18B)	3.2.1.200	pubmed	Saccharophagus degradans 2-40	DAA01334.1	Q7PC53		Bacteria	100	GH18
endo/exo-chitinase 18B (ChiB;Sde_3870) (Chi18B)	3.2.1.200	pubmed	Saccharophagus degradans 2-40	ABD83125.1	Q7PC53		Bacteria	100	GH18
endo/exo-chitinase 18B (ChiB;Sde_3870) (Chi18B)	3.2.1.200	pubmed	Saccharophagus degradans 2-40	ACG81702.1	Q7PC53		Bacteria	100	GH18
endo/exo-chitinase 18B (ChiB;Sde_3870) (Chi18B)	3.2.1.200	pubmed	Saccharophagus degradans 2-40	ACG81709.1	Q7PC53		Bacteria	100	GH18
endo/exo-chitinase 18B (ChiB;Sde_3870) (Chi18B)	3.2.1.200	pubmed	Saccharophagus degradans 2-40	ACG81710.1	Q7PC53		Bacteria	100	GH18
chitinase 18C (ChiC;Sde_3605) (Chi18C)	3.2.1.14	pubmed	Saccharophagus degradans 2-40	DAA01336.1	Q7PC51		Bacteria	100	GH18
chitinase 18C (ChiC;Sde_3605) (Chi18C)	3.2.1.14	pubmed	Saccharophagus degradans 2-40	ABD82860.1	Q7PC51		Bacteria	100	GH18
chitinase 18C (ChiC;Sde_3605) (Chi18C)	3.2.1.14	pubmed	Saccharophagus degradans 2-40	ACG81703.1	Q7PC51		Bacteria	100	GH18
chitinase 18A (Sde_1704; ChiA) (Chi18A)	3.2.1.14	pubmed	Saccharophagus degradans 2-40	DAA01335.1	Q7PC52		Bacteria	100	GH18
chitinase 18A (Sde_1704; ChiA) (Chi18A)	3.2.1.14	pubmed	Saccharophagus degradans 2-40	ABD80964.1	Q7PC52		Bacteria	100	GH18
chitinase 18A (Sde_1704; ChiA) (Chi18A)	3.2.1.14	pubmed	Saccharophagus degradans 2-40	ACG81701.1	Q7PC52		Bacteria	100	GH18
chitinase (ChiA2;SACE_1076)	3.2.1.14	pubmed	Saccharopolyspora erythraea NRRL 2338	CAM00408.1	A4F8N3P14529		Bacteria	100	GH18
chitinase (ChiA;SL0018;SL1344_0018)	3.2.1.14	pubmed	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	CBW16119.1	A0A0H3N7I6E1W7P1		Bacteria	100	GH18
chitinase (ChiA;SL0018;SL1344_0018)	3.2.1.14	pubmed	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	CBW16119.2	A0A0H3N7I6E1W7P1		Bacteria	100	GH18
endochitinase (Chi21702;Chi)	3.2.1.14	pubmed	Sanguibacter antarcticus KOPRI 21702	ABD39718.1	C8XPA7		Bacteria	100	GH18
chitinase (Chit58;ChiA)	3.2.1.14	pubmed	Sanguibacter sp. C4	ABB91448.1	Q2V9S9		Bacteria	100	GH18
chitinase C1 (ChiC)	3.2.1.14	pubmed	Serratia marcescens 2170	BAA76623.1	Q9WXD3		Bacteria	100	GH18
chitinase A (ChiA;SmChiA)	3.2.1.201	pubmed	Serratia marcescens 2170 / 27117 / BJL200 / ATCC990 / QMB1466	AAA26551.1	O83008P07254Q6T6I1	1CTN[A]1EDQ[A]1EHN[A]1EIB[A]1FFQ[A]1FFR[A]1K9T[A]1NH6[A]1RD6[A]1X6L[A]1X6N[A]2WK2[A]2WLY[A]2WLZ[A]2WM0[A]5Z7M[A]5Z7N[A]5Z7O[A]5Z7P[A]	Bacteria	100	GH18
chitinase A (ChiA;SmChiA)	3.2.1.201	pubmed	Serratia marcescens 2170 / 27117 / BJL200 / ATCC990 / QMB1466	AAR10884.1	O83008P07254Q6T6I1	1CTN[A]1EDQ[A]1EHN[A]1EIB[A]1FFQ[A]1FFR[A]1K9T[A]1NH6[A]1RD6[A]1X6L[A]1X6N[A]2WK2[A]2WLY[A]2WLZ[A]2WM0[A]5Z7M[A]5Z7N[A]5Z7O[A]5Z7P[A]	Bacteria	100	GH18
chitinase A (ChiA;SmChiA)	3.2.1.201	pubmed	Serratia marcescens 2170 / 27117 / BJL200 / ATCC990 / QMB1466	BAA31567.1	O83008P07254Q6T6I1	1CTN[A]1EDQ[A]1EHN[A]1EIB[A]1FFQ[A]1FFR[A]1K9T[A]1NH6[A]1RD6[A]1X6L[A]1X6N[A]2WK2[A]2WLY[A]2WLZ[A]2WM0[A]5Z7M[A]5Z7N[A]5Z7O[A]5Z7P[A]	Bacteria	100	GH18
chitinase A (ChiA;SmChiA)	3.2.1.201	pubmed	Serratia marcescens 2170 / 27117 / BJL200 / ATCC990 / QMB1466	CAA27292.1	O83008P07254Q6T6I1	1CTN[A]1EDQ[A]1EHN[A]1EIB[A]1FFQ[A]1FFR[A]1K9T[A]1NH6[A]1RD6[A]1X6L[A]1X6N[A]2WK2[A]2WLY[A]2WLZ[A]2WM0[A]5Z7M[A]5Z7N[A]5Z7O[A]5Z7P[A]	Bacteria	100	GH18
chitinase A (ChiA;SmChiA)	3.2.1.201	pubmed	Serratia marcescens 2170 / 27117 / BJL200 / ATCC990 / QMB1466	CAA85291.1	O83008P07254Q6T6I1	1CTN[A]1EDQ[A]1EHN[A]1EIB[A]1FFQ[A]1FFR[A]1K9T[A]1NH6[A]1RD6[A]1X6L[A]1X6N[A]2WK2[A]2WLY[A]2WLZ[A]2WM0[A]5Z7M[A]5Z7N[A]5Z7O[A]5Z7P[A]	Bacteria	100	GH18
chitinase C (ChiC;SmChiC)	3.2.1.14	pubmed	Serratia marcescens AS1.1652	AHN91474.1	X2KWS3		Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	doi	Serratia marcescens ATCC 990	AAW47932.1	A6XFF7Q5I4H6		Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	doi	Serratia marcescens ATCC 990	ABI58232.1	A6XFF7Q5I4H6		Bacteria	100	GH18
chitinase A1 (ChiA1)	3.2.1.14	doi	Serratia marcescens AV305	AAF22480.1	Q9RH34		Bacteria	100	GH18
chitinase (Chit62)	3.2.1.14	pubmed	Serratia marcescens B4A	ADR30609.1	E5FGC5		Bacteria	100	GH18
chitinase B (ChiB;SmChiB)	3.2.1.14	pubmed	Serratia marcescens BJL200	CAA85292.1	P11797Q54276	1E15[A,B]1E6N[A,B]1E6P[A,B]1E6R[A,B]1E6Z[A,B]1GOI[A,B]1GPF[A,B]1O6I[A,B]1OGB[A,B]1OGG[A,B]1UR8[A,B]1UR9[A,B]1W1P[A,B]1W1T[A,B]1W1V[A,B]1W1Y[A,B]6JK9[A,B]6JKF[A,B]7C34[A,B]7C92[A,B]	Bacteria	100	GH18
chitinase C / C1 (ChiC;ChiC1;SmChiC;SmChi18C)	3.2.1.14	pubmed	Serratia marcescens BJL200	CAF74787.1	Q700B8	4AXN[A,B]	Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	pubmed	Serratia marcescens BN10	AAZ86539.1	Q3Y4D2		Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	pubmed	Serratia marcescens GEI	ACX42071.1	D0ELI2		Bacteria	100	GH18
chitinase B (ChiB)	3.2.1.14	pubmed	Serratia marcescens GEI	ACX42072.1	D0ELI3		Bacteria	100	GH18
chitinase C1 (Chic1)	3.2.1.14	pubmed	Serratia marcescens GEI	ACX42073.1	D0ELI4		Bacteria	100	GH18
chitinase (ChiB;ChiBjp)	3.2.1.14	pubmed	Serratia marcescens JPP1	AHZ63793.1	A0A059UJT0		Bacteria	100	GH18
chitinase 55kDa	3.2.1.143.2.1.200	pubmedpubmed	Serratia marcescens KCTC2172	AAC37122.1	Q59929		Bacteria	100	GH18
chitinase C1 (ChiC;Chi52)	3.2.1.14	pubmed	Serratia marcescens KCTC2172	AAC09387.1	Q54442		Bacteria	100	GH18
endochitinase A (ChiA)	3.2.1.14	pubmed	Serratia marcescens NIMA	AAS68517.1	Q6Q215		Bacteria	100	GH18
chitinase B (ChiB)	3.2.1.14	pubmed	Serratia marcescens QMB1466 / BJL200	CAA33278.1	A0A3E2ECF9P11797Q547S1	1H0G[A,B]1H0I[A,B]3WD0[A]3WD1[A]3WD2[A]3WD3[A]3WD4[A]4Z2G[A]4Z2H[A]4Z2I[A]4Z2J[A]4Z2K[A]4Z2L[A]	Bacteria	100	GH18
chitinase B (ChiB)	3.2.1.14	pubmed	Serratia marcescens QMB1466 / BJL200	AAL57855.1	A0A3E2ECF9P11797Q547S1	1H0G[A,B]1H0I[A,B]3WD0[A]3WD1[A]3WD2[A]3WD3[A]3WD4[A]4Z2G[A]4Z2H[A]4Z2I[A]4Z2J[A]4Z2K[A]4Z2L[A]	Bacteria	100	GH18
chitinase B (ChiB)	3.2.1.14	pubmed	Serratia marcescens QMB1466 / BJL200	BAA31568.1	A0A3E2ECF9P11797Q547S1	1H0G[A,B]1H0I[A,B]3WD0[A]3WD1[A]3WD2[A]3WD3[A]3WD4[A]4Z2G[A]4Z2H[A]4Z2I[A]4Z2J[A]4Z2K[A]4Z2L[A]	Bacteria	100	GH18
chitinase (Chit60)	3.2.1.14	pubmed	Serratia plymuthica	CAD32933.1	Q8KKF5		Bacteria	100	GH18
chitinase	3.2.1.14	pubmed	Serratia plymuthica IC1270	AAB49933.1	P97034		Bacteria	100	GH18
chitinase A (ChiA;SpChiA;Spro_0137)	3.2.1.14	pubmed	Serratia proteamaculans 568	ABV39247.1	A8G807		Bacteria	100	GH18
chitinase B (ChiB;SpChiB;Spro_1223)	3.2.1.14	pubmed	Serratia proteamaculans 568	ABV40327.1	A8GB37		Bacteria	100	GH18
chitinase D (ChiD;SpChiD;Spro_2725)	3.2.1.14	pubmed	Serratia proteamaculans 568	ABV41826.1	A8GFD6	4LGX[A]4NZC[A]4PTM[A]4Q22[A]6F8N[A,B]6HM1[A]	Bacteria	100	GH18
chitinase C (ChiC;SpChiC;Spro_3476)	3.2.1.14	pubmed	Serratia proteamaculans 568	ABV42574.1	A8GHI4		Bacteria	100	GH18
exochitinase (ChiA)	3.2.1.14	pubmed	Serratia sp. KCK	ABM69267.1	A2TC68		Bacteria	100	GH18
chitinase (Chi60)	3.2.1.201	pubmed	Serratia sp. TU09	AAK72610.2	Q93LF1		Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	pubmed	Stenotrophomonas maltophilia 34S1	AAB70917.1	O30678		Bacteria	100	GH18
chitinase A (ChiA;StmChiA;Smlt0682)	3.2.1.14	pubmed	Stenotrophomonas maltophilia K279a	CAQ44264.1	B2FMT1		Bacteria	100	GH18
chitinase B (ChiB;StmChib;Smlt3383)	3.2.1.14	pubmed	Stenotrophomonas maltophilia K279a	CAQ46811.1	B2FN84		Bacteria	100	GH18
IgG-deglycosylating hydrolase (EndoSe;SEQ_0432)	3.2.1.96	pubmed	Streptococcus equi subsp. equi 4047	CAW92602.1	C0M680		Bacteria	100	GH18
endo-β-N-acetylglucosaminidase  S (EndoS;NdoS;Endo S)	3.2.1.96	pubmed	Streptococcus pyogenes 40/58 AP1	AAK00850.1	Q9APG4	cryst	Bacteria	100	GH18
endo-β-N-acetylglucosaminidase S (NdoS;EndoS;SPy1813)	3.2.1.96	pubmedpubmed	Streptococcus pyogenes M1 GAS SF370	AAK34539.1	J7M8R4Q99Y92	6EN3[A]	Bacteria	100	GH18
endo-β-N-acetylglucosaminidase S (NdoS;EndoS;SPy1813)	3.2.1.96	pubmedpubmed	Streptococcus pyogenes M1 GAS SF370	NP_269818.1	J7M8R4Q99Y92	6EN3[A]	Bacteria	100	GH18
endo-β-N-acetylglucosaminidase (EndoS;M5005_Spy_1540)	3.2.1.96	pubmed	Streptococcus pyogenes MGAS5005	AAZ52158.1		4NUY[A]4NUZ[A]	Bacteria	100	GH18
endo-β-1,4-N-acetylglucosamine (NdoS2;EndoS2;EndoS49;Spy49_1414c)	3.2.1.96	pubmed	Streptococcus pyogenes NZ131	ACI61688.1	A0A0H3C1U3B5XI26T1WGN1	6E58[A,B]6MDS[A,B]6MDV[A,B]	Bacteria	100	GH18
chitinase H (ChiH;Chi18cH;SCO6012;SC7B7.09c) (Chi18H)	3.2.1.14	pubmed	Streptomyces coelicolor A3(2)	CAA15789.1	O50506		Bacteria	100	GH18
chitinase H (ChiH;Chi18cH;SCO6012;SC7B7.09c) (Chi18H)	3.2.1.14	pubmed	Streptomyces coelicolor A3(2)	NP_630126.1	O50506		Bacteria	100	GH18
chitinase A (ChiA;Chi18bA;SCK15.05c;SCO5003) (Chi18A)	3.2.1.14	pubmed	Streptomyces coelicolor A3(2)	CAB92596.1	Q9KY99Q9Z9M9	3EBV[A]	Bacteria	100	GH18
chitinase A (ChiA;Chi18bA;SCK15.05c;SCO5003) (Chi18A)	3.2.1.14	pubmed	Streptomyces coelicolor A3(2)	BAA75642.1	Q9KY99Q9Z9M9	3EBV[A]	Bacteria	100	GH18
chitinase A (ChiA;Chi18bA;SCK15.05c;SCO5003) (Chi18A)	3.2.1.14	pubmed	Streptomyces coelicolor A3(2)	NP_629155.1	Q9KY99Q9Z9M9	3EBV[A]	Bacteria	100	GH18
chitinase C (ChiC;Chi18aC;ScChiC;2SC6G5.20c;SCO5376) (Chi18C)	3.2.1.14	pubmed	Streptomyces coelicolor A3(2)	CAB94547.1	Q7AKG2Q9S675Q9Z9M8		Bacteria	100	GH18
chitinase C (ChiC;Chi18aC;ScChiC;2SC6G5.20c;SCO5376) (Chi18C)	3.2.1.14	pubmed	Streptomyces coelicolor A3(2)	AAD16453.1	Q7AKG2Q9S675Q9Z9M8		Bacteria	100	GH18
chitinase C (ChiC;Chi18aC;ScChiC;2SC6G5.20c;SCO5376) (Chi18C)	3.2.1.14	pubmed	Streptomyces coelicolor A3(2)	BAA75644.1	Q7AKG2Q9S675Q9Z9M8		Bacteria	100	GH18
chitinase C (ChiC;Chi18aC;ScChiC;2SC6G5.20c;SCO5376) (Chi18C)	3.2.1.14	pubmed	Streptomyces coelicolor A3(2)	NP_629515.1	Q7AKG2Q9S675Q9Z9M8		Bacteria	100	GH18
chitinase D (ChiD;Chi18aD;SCO1429) (Chi18D)	3.2.1.14	pubmed	Streptomyces coelicolor A3(2)	CAB61662.1	Q7AKQ9Q9Z9M7		Bacteria	100	GH18
chitinase D (ChiD;Chi18aD;SCO1429) (Chi18D)	3.2.1.14	pubmed	Streptomyces coelicolor A3(2)	BAA75645.1	Q7AKQ9Q9Z9M7		Bacteria	100	GH18
chitinase D (ChiD;Chi18aD;SCO1429) (Chi18D)	3.2.1.14	pubmed	Streptomyces coelicolor A3(2)	NP_625711.1	Q7AKQ9Q9Z9M7		Bacteria	100	GH18
chitinase I (Chi I)	3.2.1.14		Streptomyces griseus HUT 6037	BAB86375.1	Q8RQP8		Bacteria	100	GH18
chitinase II (Chi II)	3.2.1.14	pubmed	Streptomyces griseus HUT 6037	BAB86376.1	Q8RQP7		Bacteria	100	GH18
chitinase III (ChiIII;Chi III)	3.2.1.14	pubmed	Streptomyces griseus HUT 6037	BAB86377.1	Q8RQP6		Bacteria	100	GH18
chitinase B (ChiB)	3.2.1.14	doi	Streptomyces lividans 1326	BAA25139.1	O69311		Bacteria	100	GH18
chitinase C (ChiC)	3.2.1.14	pubmed	Streptomyces lividans TK64	BAA02168.1	P36909		Bacteria	100	GH18
exo-chitinase (Chi01;ChiO1)	3.2.1.-	pubmed	Streptomyces olivaceoviridis ATCC 11238	CAA50398.1	Q05638		Bacteria	100	GH18
chitinase (Chi92)	3.2.1.14	doi	Streptomyces olivaceoviridis ATCC 11238	CAB83055.1	Q9L3E8		Bacteria	100	GH18
chitinase C	3.2.1.14	pubmed	Streptomyces peucetius	AAF43629.1	Q9L8G0		Bacteria	100	GH18
endo-β-N-acetylglucosaminidase H (EndoH;Endo-H;Endo H)	3.2.1.96	pubmed	Streptomyces plicatus	AAA26738.1	P04067	1C3F[A]1C8X[A]1C8Y[A]1C90[A,B]1C91[A]1C92[A]1C93[A]1EDT[A]6VE1[A,B,C,D]	Bacteria	100	GH18
endo-β-N-acetylglucosaminidase H (EndoH;Endo-H;Endo H)	3.2.1.96	pubmed	Streptomyces plicatus	AAX00996.1	P04067	1C3F[A]1C8X[A]1C8Y[A]1C90[A,B]1C91[A]1C92[A]1C93[A]1EDT[A]6VE1[A,B,C,D]	Bacteria	100	GH18
endo-β-N-acetylglucosaminidase H (EndoH;Endo-H;Endo H)	3.2.1.96	pubmed	Streptomyces plicatus	AAY74563.1	P04067	1C3F[A]1C8X[A]1C8Y[A]1C90[A,B]1C91[A]1C92[A]1C93[A]1EDT[A]6VE1[A,B,C,D]	Bacteria	100	GH18
endo-β-N-acetylglucosaminidase H (EndoH;Endo-H;Endo H)	3.2.1.96	pubmed	Streptomyces plicatus	ABA35708.1	P04067	1C3F[A]1C8X[A]1C8Y[A]1C90[A,B]1C91[A]1C92[A]1C93[A]1EDT[A]6VE1[A,B,C,D]	Bacteria	100	GH18
chitinase-63	3.2.1.14	pubmed	Streptomyces plicatus ATCC 27800	AAA26720.1	P11220		Bacteria	100	GH18
chitinase (fragment)	3.2.1.14	pubmed	Streptomyces sp. DA11	ABY83190.1	B0LS89		Bacteria	100	GH18
chitinase (Chi40)	3.2.1.14	pubmed	Streptomyces thermoviolaceus OPC-520	BAA03404.1	Q56077	4W5U[A,B]	Bacteria	100	GH18
chitinase (Chi30)	3.2.1.14	pubmed	Streptomyces thermoviolaceus OPC-520	BAA88835.1	Q9RHU3		Bacteria	100	GH18
Tfu_0580	3.2.1.14	doi	Thermobifida fusca YX	AAZ54618.1	Q47SE9		Bacteria	100	GH18
chitinase (Chi18H8;Chi)	3.2.1.14	pubmed	uncultured bacterium	AGN95784.1	R9WA37		Bacteria	100	GH18
chitinase B (VacB)	3.2.1.14	pubmed	Vibrio alginolyticus H-8	BAB21607.1	Q99PX0		Bacteria	100	GH18
chitinase B (VacB)	3.2.1.14	pubmed	Vibrio alginolyticus H-8	CAC29091.1	Q99PX0		Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	pubmed	Vibrio cholerae	AAC72236.1	Q9ZFP7		Bacteria	100	GH18
chitinase (ChiA2;VCA0027)	3.2.1.14	pubmed	Vibrio cholerae O1 biovar El Tor str. N16961	AAF95941.1	Q9KND8		Bacteria	100	GH18
chitinase (ChiA2;VCA0027)	3.2.1.14	pubmed	Vibrio cholerae O1 biovar El Tor str. N16961	NP_232428.1	Q9KND8		Bacteria	100	GH18
chitodextrinase (EndoI)	3.2.1.200	pubmed	Vibrio furnissii	AAC44673.1	P96156		Bacteria	100	GH18
chitodextrinase (EndoI)	3.2.1.200	pubmed	Vibrio furnissii	AAE36539.1	P96156		Bacteria	100	GH18
chitinase A (ChiA;VhChiA)	3.2.1.14	pubmed	Vibrio harveyi	AAK11576.1	Q9AMP1	3ARO[A]3ARP[A]3ARQ[A]3ARR[A]3ARS[A]3ART[A]3ARU[A]3ARV[A]3ARW[A]3ARX[A]3ARY[A]3ARZ[A]3AS0[A]3AS1[A]3AS2[A]3AS3[A]3B8S[A,B]3B9A[A]3B9D[A]3B9E[A]	Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	pubmed	Vibrio harveyi BB7	AAC46383.1	P96168		Bacteria	100	GH18
chitinase (Vpc)	3.2.1.14	pubmed	Vibrio parahaemolyticus ATCC17802	BAA78115.1	Q9WX42		Bacteria	100	GH18
chitinase (Chi1;Pα-Chi)	3.2.1.14	pubmed	Vibrio parahaemolyticus KN1699	BAF91600.1	A8QZK0B0F618		Bacteria	100	GH18
chitinase (Chi1;Pα-Chi)	3.2.1.14	pubmed	Vibrio parahaemolyticus KN1699	ABY50231.1	A8QZK0B0F618		Bacteria	100	GH18
chitinase A (ChiA)	3.2.1.14	pubmed	Vibrio proteolyticus 442	BAF76068.1	A7M6A0		Bacteria	100	GH18
chitinase (ChiA)	3.2.1.14	pubmed	Vibrio sp. Fi:7	AAG12973.1	Q9EY54		Bacteria	100	GH18
