Protein Name	EC#	Reference	Organism	GenBank	Uniprot	PDB/3D	Taxonomy	Nrow_before_sepGenbank	FamilyName
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	AAN20003.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	AAN27445.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	AAN99911.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	AAP02211.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	AAR63623.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	AAR76030.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	AAS26291.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	AAY72173.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	ABJ43095.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	ABJ43099.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	ABN29369.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	ACK07344.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	ACP75069.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	ACS10035.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	ACW26904.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	CAA01489.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	CAA23430.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	CAC16484.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	CAC88551.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	CAD19035.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	CAD20678.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	CAD26702.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	CAD67517.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase (Amy1;AmyQ;BAA)	3.2.1.1	pubmed	Bacillus amyloliquefaciens	CAD88112.1	P00692	3BH4[A,B]	Bacteria	100	GH13
α-amylase	3.2.1.1		Bacillus amyloliquefaciens ATCC 23842	ADE44086.1	D5KR60		Bacteria	100	GH13
branching-enzyme (GlgB)	2.4.1.18	pubmed	Bacillus caldolyticus	CAA78440.1	P30537		Bacteria	100	GH13
oligo-α-1,6-glucosidase (MalL)	3.2.1.10	pubmed	Bacillus cereus ATCC 7064	CAA37583.1	P21332	1UOK[A]	Bacteria	100	GH13
α-amylase (BCA)	3.2.1.1	pubmed	Bacillus cereus GUF8	ABY86223.1	B0LVG1		Bacteria	100	GH13
type II pullulanase A (PulA)	3.2.1.41		Bacillus cereus GXBC-3	AFP89962.1	J7H570		Bacteria	100	GH13
type I pullulanase C (PulC)	3.2.1.41		Bacillus cereus GXBC-3	AFP89964.1	J7H7V3		Bacteria	100	GH13
type I pullulanase B (PulB)	3.2.1.41		Bacillus cereus GXBC-3	AFP89963.1	J7H256		Bacteria	100	GH13
pullulanase	3.2.1.41	doi	Bacillus cereus OPF-0031	AFJ04510.1	R4I4I6		Bacteria	100	GH13
branching enzyme	2.4.1.18		Bacillus cereus Q	BAE96028.1	Q1AQI6		Bacteria	100	GH13
amylopullulanase (PulA) (partial)	3.2.1.41		Bacillus deramificans T89.117D	AAE10887.1			Bacteria	100	GH13
pullulanase (BFLpu)	3.2.1.41		Bacillus flavocaldarius KP1228	BAB18516.1	Q9F236		Bacteria	100	GH13
oligo-α-1,6-glucosidase	3.2.1.10		Bacillus flavocaldarius KP1228	BAB18518.1	Q9F237		Bacteria	100	GH13
oligo-α-1,6-glucosidase	3.2.1.10		Bacillus flavocaldarius KP1228	CBF79207.1	Q9F237		Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	AAE13946.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	AAE37100.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	AAE59726.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	AAE62348.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	AAN27444.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	AAP02210.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	AAR63628.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	AAR76029.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	AAS26290.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	ABA38471.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	ABJ43094.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	ABN29368.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	ACK07343.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	ACP75068.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	ACS10034.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	ACW26903.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	CAD38134.1			Bacteria	100	GH13
Sequence from patent	3.2.1.1		Bacillus licheniformis	CAD67516.1			Bacteria	100	GH13
α-amylase (Am-Lich)	3.2.1.1		Bacillus licheniformis	AAE12380.1			Bacteria	100	GH13
α-amylase	3.2.1.1		Bacillus licheniformis	AAE12379.1			Bacteria	100	GH13
α-amylase	3.2.1.1		Bacillus licheniformis	ABA38472.1			Bacteria	100	GH13
α-amylase	3.2.1.1		Bacillus licheniformis	ACS10033.1			Bacteria	100	GH13
a/β-cyclodextrin glucanotransferase (CgtA)	2.4.1.19	pubmed	Bacillus licheniformis	CAA33763.1	P14014		Bacteria	100	GH13
maltogenic α-amylase (BLMA) (frameshift)	3.2.1.133	pubmed	Bacillus licheniformis	CAA47612.1	Q04977		Bacteria	100	GH13
α-amylase (AmyL)	3.2.1.1		Bacillus licheniformis 44MB82/G	AGR34077.1	Q208A7		Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	AAA22226.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	AAA22193.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	AAA22240.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	AAN99913.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	AAO26743.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	AAT46561.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	ACM17155.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	CAA01355.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	CAA03075.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	CAA26981.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	CAC16483.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	CAC88550.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	CAD19034.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	CAD20677.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	CAD26701.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	CAD26706.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	CAD88111.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
α-amylase (AmyA;AmyL;AmyS;BLA)	3.2.1.1	pubmed	Bacillus licheniformis 584 / ATCC 27811	CAV31708.1	P06278Q208A7Q6GWE2	1BLI[A]1BPL[A,B]1OB0[A]1VJS[A]	Bacteria	100	GH13
amylase	3.2.1.1		Bacillus licheniformis ATCC 9945a	AEM05860.1	I3P686	6TOY[A]6TOZ[A]6TP0[A]6TP1[A]6TP2[A]	Bacteria	100	GH13
α-amylase (AmyL)	3.2.1.1		Bacillus licheniformis B0204	ABD66592.1	Q208A7		Bacteria	100	GH13
α-amylase (thermostable)	3.2.1.1		Bacillus licheniformis CICC 10181	ACN88150.1	C0LZX2		Bacteria	100	GH13
trehalose-6-P hydrolase (TreA;BlTreA;BLi00797;BL03069)	3.2.1.93		Bacillus licheniformis DSM 13 = ATCC 14580	AAU39732.1	Q65MI2	5BRP[A,B,C,D]5BRQ[A,B,C,D]	Bacteria	100	GH13
trehalose-6-P hydrolase (TreA;BlTreA;BLi00797;BL03069)	3.2.1.93		Bacillus licheniformis DSM 13 = ATCC 14580	AAU22384.1	Q65MI2	5BRP[A,B,C,D]5BRQ[A,B,C,D]	Bacteria	100	GH13
trehalose-6-P hydrolase (TreA;BlTreA;BLi00797;BL03069)	3.2.1.93		Bacillus licheniformis DSM 13 = ATCC 14580	CBF79089.1	Q65MI2	5BRP[A,B,C,D]5BRQ[A,B,C,D]	Bacteria	100	GH13
α-amylase (Amy;BLi00656;BL00499)	3.2.1.1		Bacillus licheniformis DSM 13 = ATCC 14580	AAU39594.1	Q65MX0		Bacteria	100	GH13
α-amylase (Amy;BLi00656;BL00499)	3.2.1.1		Bacillus licheniformis DSM 13 = ATCC 14580	AAU22245.1	Q65MX0		Bacteria	100	GH13
α-amylase (AmyB)	3.2.1.1		Bacillus licheniformis MD1	CAH10338.1	P06278Q6GWE2		Bacteria	100	GH13
α-amylase	3.2.1.1		Bacillus licheniformis NCIB8061	AAE12384.1			Bacteria	100	GH13
α-amylase (AmyN)	3.2.1.1		Bacillus licheniformis NH1	ABL75259.1	A1YR25		Bacteria	100	GH13
β-cyclodextrin glucanotransferase (Cgt)	2.4.1.19	pubmed	Bacillus ohbensis C-1400	BAA14289.2	P27036		Bacteria	100	GH13
β-cyclodextrin glucanotransferase (Cgt)	2.4.1.19	pubmed	Bacillus ohbensis C-1400	I39805	P27036		Bacteria	100	GH13
α-amylase (AmyL;BaLi_c07450)	3.2.1.1		Bacillus paralicheniformis ATCC 9945a	AGN35141.1			Bacteria	100	GH13
cyclomaltodextrinase (CDI5;BspCMD)	3.2.1.54	pubmed	Bacillus sp. (in: Bacteria)	AAA92925.1	Q59226	1EA9[C]	Bacteria	100	GH13
β-cyclodextrin glucanotransferase (Cgt)	2.4.1.19	pubmed	Bacillus sp. (in: Bacteria) 17-1	AAA22310.1	P30921		Bacteria	100	GH13
α-amylase (BAA)	3.2.1.1	pubmed	Bacillus sp. (in: Bacteria) 195	BAA22082.1	O24781		Bacteria	100	GH13
β-cyclodextrin glucanotransferase (Cgt)	2.4.1.19	pubmed	Bacillus sp. (in: Bacteria) 38-2	AAA22309.1	P09121		Bacteria	100	GH13
β-cyclodextrin glucanotransferase (Cgt)	2.4.1.19	pubmed	Bacillus sp. (in: Bacteria) 38-2	BAA00077.1	P09121		Bacteria	100	GH13
cyclodextrinase	3.2.1.54	pubmed	Bacillus sp. (in: Bacteria) A2-5A	BAA31576.1	O82982		Bacteria	100	GH13
β-cyclodextrin glucanotransferase (Cgt)	2.4.1.19	pubmed	Bacillus sp. (in: Bacteria) A2-5A	BAA31539.1	O82984		Bacteria	100	GH13
α-glucosidase with high transglucosylation activity (BspAG13_31A)	3.2.1.20	pubmed	Bacillus sp. (in: Bacteria) AHU2216	BBB94188.1	A0A2Z5WH92	5ZCB[A]5ZCC[A]5ZCD[A]5ZCE[A]	Bacteria	100	GH13
maltohexaose-forming amylase (G6-amylase)	3.2.1.98	pubmed	Bacillus sp. (in: Bacteria) H-167	CAA39096.1	Q45574		Bacteria	100	GH13
alkaline α-amylase (AmyK)	3.2.1.1		Bacillus sp. (in: Bacteria) KSM-1378	AAR68734.1	O82839	2DIE[A]	Bacteria	100	GH13
alkaline α-amylase (AmyK)	3.2.1.1		Bacillus sp. (in: Bacteria) KSM-1378	AAN99906.1	O82839	2DIE[A]	Bacteria	100	GH13
alkaline α-amylase (AmyK)	3.2.1.1		Bacillus sp. (in: Bacteria) KSM-1378	AAR63625.1	O82839	2DIE[A]	Bacteria	100	GH13
alkaline α-amylase (AmyK)	3.2.1.1		Bacillus sp. (in: Bacteria) KSM-1378	AAV01045.1	O82839	2DIE[A]	Bacteria	100	GH13
alkaline α-amylase (AmyK)	3.2.1.1		Bacillus sp. (in: Bacteria) KSM-1378	ABE15847.1	O82839	2DIE[A]	Bacteria	100	GH13
alkaline α-amylase (AmyK)	3.2.1.1		Bacillus sp. (in: Bacteria) KSM-1378	ABI05897.1	O82839	2DIE[A]	Bacteria	100	GH13
alkaline α-amylase (AmyK)	3.2.1.1		Bacillus sp. (in: Bacteria) KSM-1378	ABY03536.1	O82839	2DIE[A]	Bacteria	100	GH13
alkaline α-amylase (AmyK)	3.2.1.1		Bacillus sp. (in: Bacteria) KSM-1378	ACS10038.1	O82839	2DIE[A]	Bacteria	100	GH13
alkaline α-amylase (AmyK)	3.2.1.1		Bacillus sp. (in: Bacteria) KSM-1378	ACW26917.1	O82839	2DIE[A]	Bacteria	100	GH13
alkaline α-amylase (AmyK)	3.2.1.1		Bacillus sp. (in: Bacteria) KSM-1378	BAA32431.1	O82839	2DIE[A]	Bacteria	100	GH13
alkaline α-amylase (AmyK)	3.2.1.1		Bacillus sp. (in: Bacteria) KSM-1378	CAD35985.1	O82839	2DIE[A]	Bacteria	100	GH13
alkaline α-amylase (AmyK)	3.2.1.1		Bacillus sp. (in: Bacteria) KSM-1378	CAD38135.1	O82839	2DIE[A]	Bacteria	100	GH13
alkaline α-amylase (AmyK)	3.2.1.1		Bacillus sp. (in: Bacteria) KSM-1378	CAV31709.1	O82839	2DIE[A]	Bacteria	100	GH13
alkaline amylase-pullulanase	3.2.1.1	pubmed	Bacillus sp. (in: Bacteria) KSM-1378	AAS36537.1	P70983		Bacteria	100	GH13
alkaline amylase-pullulanase	3.2.1.1	pubmed	Bacillus sp. (in: Bacteria) KSM-1378	AAS36538.1	P70983		Bacteria	100	GH13
alkaline amylase-pullulanase	3.2.1.1	pubmed	Bacillus sp. (in: Bacteria) KSM-1378	BAA11332.1	P70983		Bacteria	100	GH13
alkaline amylase-pullulanase	3.2.1.41	pubmed	Bacillus sp. (in: Bacteria) KSM-1378	AAS36537.1	P70983		Bacteria	100	GH13
alkaline amylase-pullulanase	3.2.1.41	pubmed	Bacillus sp. (in: Bacteria) KSM-1378	AAS36539.1	P70983		Bacteria	100	GH13
alkaline amylase-pullulanase	3.2.1.41	pubmed	Bacillus sp. (in: Bacteria) KSM-1378	BAA11332.1	P70983		Bacteria	100	GH13
α-glucosidase	3.2.1.20	pubmed	Bacillus sp. (in: Bacteria) SAM1606	CAA54266.1	Q45517		Bacteria	100	GH13
α-glucosidase	3.2.1.20	pubmed	Bacillus sp. (in: Bacteria) SAM1606	CBF79159.1	Q45517		Bacteria	100	GH13
β-cyclodextrin glucanotransferase (Cgt)	2.4.1.19	pubmed	Bacillus sp. 1011	AAA22308.1	P05618	1D7F[A]1DED[A]1I75[A]1PAM[A]1UKQ[A,B]1UKS[A,B]1UKT[A,B]1V3J[A,B]1V3K[A,B]1V3L[A,B]1V3M[A,B]	Bacteria	100	GH13
β-cyclodextrin glucanotransferase (Cgt)	2.4.1.19		Bacillus sp. 20RF	AEL33336.1	G0ZI10		Bacteria	100	GH13
maltohexaose-forming amylase	3.2.1.98	pubmed	Bacillus sp. 707	AAA22231.1	P19571	1WP6[A]1WPC[A]2D3L[A]2D3N[A]	Bacteria	100	GH13
maltohexaose-forming amylase	3.2.1.98	pubmed	Bacillus sp. 707	AAE59728.1	P19571	1WP6[A]1WPC[A]2D3L[A]2D3N[A]	Bacteria	100	GH13
maltohexaose-forming amylase	3.2.1.98	pubmed	Bacillus sp. 707	AAE62350.1	P19571	1WP6[A]1WPC[A]2D3L[A]2D3N[A]	Bacteria	100	GH13
maltohexaose-forming amylase	3.2.1.98	pubmed	Bacillus sp. 707	AAP02212.1	P19571	1WP6[A]1WPC[A]2D3L[A]2D3N[A]	Bacteria	100	GH13
maltohexaose-forming amylase	3.2.1.98	pubmed	Bacillus sp. 707	AAR63620.1	P19571	1WP6[A]1WPC[A]2D3L[A]2D3N[A]	Bacteria	100	GH13
maltohexaose-forming amylase	3.2.1.98	pubmed	Bacillus sp. 707	AAS26292.1	P19571	1WP6[A]1WPC[A]2D3L[A]2D3N[A]	Bacteria	100	GH13
maltohexaose-forming amylase	3.2.1.98	pubmed	Bacillus sp. 707	AAY06019.1	P19571	1WP6[A]1WPC[A]2D3L[A]2D3N[A]	Bacteria	100	GH13
maltohexaose-forming amylase	3.2.1.98	pubmed	Bacillus sp. 707	AAY72174.1	P19571	1WP6[A]1WPC[A]2D3L[A]2D3N[A]	Bacteria	100	GH13
maltohexaose-forming amylase	3.2.1.98	pubmed	Bacillus sp. 707	ACK07346.1	P19571	1WP6[A]1WPC[A]2D3L[A]2D3N[A]	Bacteria	100	GH13
maltohexaose-forming amylase	3.2.1.98	pubmed	Bacillus sp. 707	ACP75071.1	P19571	1WP6[A]1WPC[A]2D3L[A]2D3N[A]	Bacteria	100	GH13
maltohexaose-forming amylase	3.2.1.98	pubmed	Bacillus sp. 707	ACS10032.1	P19571	1WP6[A]1WPC[A]2D3L[A]2D3N[A]	Bacteria	100	GH13
maltohexaose-forming amylase	3.2.1.98	pubmed	Bacillus sp. 707	ACW26905.1	P19571	1WP6[A]1WPC[A]2D3L[A]2D3N[A]	Bacteria	100	GH13
β-cyclodextrin glucanotransferase (Cgt)	2.4.1.19		Bacillus sp. 8SB	AEL33337.1	G0ZI11		Bacteria	100	GH13
α-amylase (AmyL)	3.2.1.1	pubmed	Bacillus sp. AAH-31	BAN63122.1	S6BGD1		Bacteria	100	GH13
isoamylase / pullulanase type I (BsIam; PulA1)	3.2.1.413.2.1.68	pubmedpubmed	Bacillus sp. CICIM 263	AGA03915.1	L0C9D3		Bacteria	100	GH13
α-glucosidase	3.2.1.20		Bacillus sp. DG0303	AAF71997.1	Q9L872		Bacteria	100	GH13
oligo-α-1,6-glucosidase	3.2.1.10	doi	Bacillus sp. F5	BAA00534.1	P29093		Bacteria	100	GH13
g-cyclomaltdextrin glucanotransferase (CgtS)	2.4.1.19		Bacillus sp. G-825-6	BAE87038.1	Q25CB6		Bacteria	100	GH13
β-cyclodextrin glucanotransferase	2.4.1.19		Bacillus sp. G1-2004	AAV38118.2	Q5U9V9		Bacteria	100	GH13
β-cyclodextrin glucanotransferase (Cgt)	2.4.1.19		Bacillus sp. I-5	AAR32682.1	Q6S3E3		Bacteria	100	GH13
maltopentaose-producing α-amylase (Amy204)	3.2.1.-		Bacillus sp. JAMB-204	BAF03567.1	Q0KKZ7		Bacteria	100	GH13
β-cyclodextrin glucanotransferase	2.4.1.19	doi	Bacillus sp. KC201	BAA02380.1	Q59239		Bacteria	100	GH13
β-cyclodextrin glucanotransferase	2.4.1.19	doi	Bacillus sp. KC201	2009322A	Q59239		Bacteria	100	GH13
α-amylase (PRK09441) (fragment)	3.2.1.1		Bacillus sp. KR-8104	AAW29920.1	Q5MB94		Bacteria	100	GH13
α-amylase (Kra2;PKA)	3.2.1.1		Bacillus sp. KR8104	ACD93218.3	B3GQD0	3DC0[A]	Bacteria	100	GH13
α-amylase (Kra2;PKA)	3.2.1.1		Bacillus sp. KR8104	ACD93218.2	B3GQD0	3DC0[A]	Bacteria	100	GH13
neopullulanase	3.2.1.135	pubmed	Bacillus sp. KSM-1876	BAA02521.1	Q57482		Bacteria	100	GH13
α-amylase (AmyK38)	3.2.1.1		Bacillus sp. KSM-K38	CAC39917.1	Q93I48	1UD2[A]1UD3[A]1UD4[A]1UD5[A]1UD6[A]1UD8[A]	Bacteria	100	GH13
α-amylase (AmyK38)	3.2.1.1		Bacillus sp. KSM-K38	AAN18958.1	Q93I48	1UD2[A]1UD3[A]1UD4[A]1UD5[A]1UD6[A]1UD8[A]	Bacteria	100	GH13
α-amylase (AmyK38)	3.2.1.1		Bacillus sp. KSM-K38	AAV01046.1	Q93I48	1UD2[A]1UD3[A]1UD4[A]1UD5[A]1UD6[A]1UD8[A]	Bacteria	100	GH13
α-amylase (AmyK38)	3.2.1.1		Bacillus sp. KSM-K38	ABA16539.1	Q93I48	1UD2[A]1UD3[A]1UD4[A]1UD5[A]1UD6[A]1UD8[A]	Bacteria	100	GH13
α-amylase (AmyK38)	3.2.1.1		Bacillus sp. KSM-K38	ABI05896.1	Q93I48	1UD2[A]1UD3[A]1UD4[A]1UD5[A]1UD6[A]1UD8[A]	Bacteria	100	GH13
α-amylase (AmyK38)	3.2.1.1		Bacillus sp. KSM-K38	ABY03537.1	Q93I48	1UD2[A]1UD3[A]1UD4[A]1UD5[A]1UD6[A]1UD8[A]	Bacteria	100	GH13
α-amylase (AmyK38)	3.2.1.1		Bacillus sp. KSM-K38	ACS10039.1	Q93I48	1UD2[A]1UD3[A]1UD4[A]1UD5[A]1UD6[A]1UD8[A]	Bacteria	100	GH13
α-amylase (AmyK38)	3.2.1.1		Bacillus sp. KSM-K38	BAB71820.1	Q93I48	1UD2[A]1UD3[A]1UD4[A]1UD5[A]1UD6[A]1UD8[A]	Bacteria	100	GH13
α-amylase (AmyK38)	3.2.1.1		Bacillus sp. KSM-K38	CAD35986.1	Q93I48	1UD2[A]1UD3[A]1UD4[A]1UD5[A]1UD6[A]1UD8[A]	Bacteria	100	GH13
α-amylase (AmyK38)	3.2.1.1		Bacillus sp. KSM-K38	CAD38133.1	Q93I48	1UD2[A]1UD3[A]1UD4[A]1UD5[A]1UD6[A]1UD8[A]	Bacteria	100	GH13
α-amylase (AmyK38)	3.2.1.1		Bacillus sp. KSM-K38	CAJ00040.1	Q93I48	1UD2[A]1UD3[A]1UD4[A]1UD5[A]1UD6[A]1UD8[A]	Bacteria	100	GH13
α-amylase (AmyK38)	3.2.1.1		Bacillus sp. KSM-K38	CAJ28078.1	Q93I48	1UD2[A]1UD3[A]1UD4[A]1UD5[A]1UD6[A]1UD8[A]	Bacteria	100	GH13
β-cyclodextrin glucanotransferase (Cgt)	2.4.1.19		Bacillus sp. NR5 UPM	ADY17981.1	F1DPT1		Bacteria	100	GH13
α-amylase (Amy)	3.2.1.1	pubmed	Bacillus sp. TS-23	AAA63900.1	Q59222		Bacteria	100	GH13
β-cyclodextrin glucanotransferase	2.4.1.19		Bacillus sp. TS1-1	AAV38117.1	Q5U9W0		Bacteria	100	GH13
maltogenic amylase (MAUS149)	3.2.1.133		Bacillus sp. US149	CAL64396.1	A7DWA8		Bacteria	100	GH13
α-amylase (BMW-amylase)	3.2.1.1		Bacillus sp. WHO	ABU54057.1	A7U965		Bacteria	100	GH13
maltogenic α-amylase	3.2.1.133	doi	Bacillus sp. WPD616	AAX85453.1	Q52PU5		Bacteria	100	GH13
