Protein Name	EC#	Reference	Organism	GenBank	Uniprot	PDB/3D	Taxonomy	Nrow_before_sepGenbank	FamilyName
xylanase (BadX;Xyl11)	3.2.1.8	pubmed	Salipaludibacillus agaradhaerens AC13	ABE26518.1	Q7SIE2Q7SIE3	1H4G[A,B]1H4H[A,B,C,D]1QH6[A,B]1QH7[A,B]	Bacteria	100	GH11
xylanase (BadX;Xyl11)	3.2.1.8	pubmed	Salipaludibacillus agaradhaerens AC13	CAA03091.1	Q7SIE2Q7SIE3	1H4G[A,B]1H4H[A,B,C,D]1QH6[A,B]1QH7[A,B]	Bacteria	100	GH11
xylanase (XSC738;SCO0105;SCJ11.34c)	3.2.1.8	pubmed	Streptomyces coelicolor A3(2)	CAB52919.1	Q9RI72		Bacteria	100	GH11
xylanase (XSC738;SCO0105;SCJ11.34c)	3.2.1.8	pubmed	Streptomyces coelicolor A3(2)	NP_624448.1	Q9RI72		Bacteria	100	GH11
xylanase (XlnB;SCO2292)	3.2.1.8	pubmed	Streptomyces coelicolor A3(2)	CAB61738.1	Q9RKN6		Bacteria	100	GH11
xylanase (XlnB;SCO2292)	3.2.1.8	pubmed	Streptomyces coelicolor A3(2)	NP_626540.1	Q9RKN6		Bacteria	100	GH11
xylanase B (XlnB;XlnB1;XlnB2)	3.2.1.8	pubmed	Streptomyces lividans 1326	AAC06114.2	P26515	5EJ3[A,B]	Bacteria	100	GH11
xylanase B (XlnB;XlnB1;XlnB2)	3.2.1.8	pubmed	Streptomyces lividans 1326	AAS31736.1	P26515	5EJ3[A,B]	Bacteria	100	GH11
xylanase B (XlnB;XlnB1;XlnB2)	3.2.1.8	pubmed	Streptomyces lividans 1326	ABH92525.1	P26515	5EJ3[A,B]	Bacteria	100	GH11
xylanase B (XlnB;XlnB1;XlnB2)	3.2.1.8	pubmed	Streptomyces lividans 1326	ACQ19015.1	P26515	5EJ3[A,B]	Bacteria	100	GH11
xylanase C (XlnC)	3.2.1.8	pubmed	Streptomyces lividans 1326	AAA26836.1	P26220		Bacteria	100	GH11
xylanase C (XlnC)	3.2.1.8	pubmed	Streptomyces lividans 1326	AAS31737.1	P26220		Bacteria	100	GH11
xylanase C (XlnC)	3.2.1.8	pubmed	Streptomyces lividans 1326	ABH92526.1	P26220		Bacteria	100	GH11
xylanase C (XlnC)	3.2.1.8	pubmed	Streptomyces lividans 1326	ACQ19016.1	P26220		Bacteria	100	GH11
xylanase C (XlnC)	3.2.1.8	pubmed	Streptomyces lividans 1326	CAA01768.1	P26220		Bacteria	100	GH11
xylanase TB (XynB;XynTB) (partial)	3.2.1.8	doi	Streptomyces olivaceoviridis A1	ABF02144.1	A4K8J7		Bacteria	100	GH11
β-xylanase (SoXyn11B)	3.2.1.8	pubmed	Streptomyces olivaceoviridis E-86	BCL01310.1		7DFM[A,B,C,D]7DFN[A,B,C,D]7DFO[A,B,C,D,E,F,G,H,I]	Bacteria	100	GH11
xylanase (Gxyn1;GXYN;SoxB)	3.2.1.8	doi	Streptomyces olivaceoviridis E-86	CAC19491.1	Q9EW89		Bacteria	100	GH11
xylanase (XynA)	3.2.1.8	doi	Streptomyces rameus L2001	AFW21197.1	K7UAM8		Bacteria	100	GH11
xylanase	3.2.1.8	pubmed	Streptomyces sp. EC3	CAA56935.1	Q56013		Bacteria	100	GH11
xylobiose-producing xylanase (XynBS27)	3.2.1.8	pubmed	Streptomyces sp. S27	ACF57948.1	D1FNQ6		Bacteria	100	GH11
xylanase (Xyl1)	3.2.1.8	pubmed	Streptomyces sp. S38	CAA67143.1	Q59962	1HIX[A]	Bacteria	100	GH11
xylanase (XynBS9)	3.2.1.8	pubmed	Streptomyces sp. S9	ACF57947.1	D7EZJ3		Bacteria	100	GH11
endo-β-1,4-xylanase (XynSW1)	3.2.1.8	pubmed	Streptomyces sp. SWU10	BAK39579.1	F7J663		Bacteria	100	GH11
xylanase (XynSW3)	3.2.1.8	pubmed	Streptomyces sp. SWU10	BAK53483.1	F8WSY7		Bacteria	100	GH11
xylanase II (StXII)	3.2.1.8	pubmed	Streptomyces thermoviolaceus OPC-520	BAA19778.1	Q76BV2		Bacteria	100	GH11
xylanase II (StXII)	3.2.1.8	pubmed	Streptomyces thermoviolaceus OPC-520	BAD02383.1	Q76BV2		Bacteria	100	GH11
endoxylanase (StxI;STX I) (fragment)	3.2.1.8	pubmed	Streptomyces thermovulgaris NTU-88	ABF72145.1	B2KJ43		Bacteria	100	GH11
xylanase (SvxA)	3.2.1.8	doi	Streptomyces viridosporus T7A	AAF09501.1	Q9RMH9		Bacteria	100	GH11
xylanase (SvxA)	3.2.1.8	doi	Streptomyces viridosporus T7A	ACR92599.1	Q9RMH9		Bacteria	100	GH11
endo-β-1,4-xylanase (XynC;Tsac_0897)	3.2.1.8	pubmed	Thermoanaerobacterium saccharolyticum JW/SL-YS485	AFK85913.1	I3VTR8		Bacteria	100	GH11
xylanase (Xyl11;Xyl20;Tx-Xyn;TxXYN;Tx-Xyl;Tx-Xyn11;G11)	3.2.1.8	pubmed	Thermobacillus xylanilyticus D3	CAJ87325.1	Q14RS0	cryst	Bacteria	100	GH11
endo-β-1,4-xylanase (Xyl11;TfGH11)	3.2.1.8	pubmed	Thermobifida fusca NTU22	AAV64879.1	Q5RZ98	3ZSE[A]	Bacteria	100	GH11
xylanase A (XynA;TfxA;Tfu_1213) (Xyl11A = Xyn11A)	3.2.1.8	pubmed	Thermobifida fusca YX	AAA21480.1	Q47QL8Q56265		Bacteria	100	GH11
xylanase A (XynA;TfxA;Tfu_1213) (Xyl11A = Xyn11A)	3.2.1.8	pubmed	Thermobifida fusca YX	AAZ55251.1	Q47QL8Q56265		Bacteria	100	GH11
xylanase A (XynA;TfxA;Tfu_1213) (Xyl11A = Xyn11A)	3.2.1.8	pubmed	Thermobifida fusca YX	ABH92528.1	Q47QL8Q56265		Bacteria	100	GH11
xylanase A (XynA;TfxA;Tfu_1213) (Xyl11A = Xyn11A)	3.2.1.8	pubmed	Thermobifida fusca YX	ACK26690.1	Q47QL8Q56265		Bacteria	100	GH11
xylanase A (XynA;TfxA;Tfu_1213) (Xyl11A = Xyn11A)	3.2.1.8	pubmed	Thermobifida fusca YX	ACQ19018.1	Q47QL8Q56265		Bacteria	100	GH11
xylanase A (XynA;TfxA;Tfu_1213) (Xyl11A = Xyn11A)	3.2.1.8	pubmed	Thermobifida fusca YX	ACR92600.1	Q47QL8Q56265		Bacteria	100	GH11
endo-β-1,4-xylanase (ThXyn11A;Xyn11-1) (Xyn11A)	3.2.1.8	pubmed	Thermobifida halotolerans YIM 90462	AEH04392.1	I3NRT9		Bacteria	100	GH11
xylanase (XynA;XylA)	3.2.1.8	pubmed	Thermoclostridium stercorarium F-9	BAA02584.1	P33558		Bacteria	100	GH11
xylanase (XynA;XylA)	3.2.1.8	pubmed	Thermoclostridium stercorarium F-9	AAR39822.1	P33558		Bacteria	100	GH11
xylanase (XynA;XylA)	3.2.1.8	pubmed	Thermoclostridium stercorarium F-9	AAS31751.1	P33558		Bacteria	100	GH11
xylanase (XynA;XylA)	3.2.1.8	pubmed	Thermoclostridium stercorarium F-9	ABH92522.1	P33558		Bacteria	100	GH11
xylanase (XynA;XylA)	3.2.1.8	pubmed	Thermoclostridium stercorarium F-9	ACQ19012.1	P33558		Bacteria	100	GH11
xylanase A (XynA) (Xyn11A)	3.2.1.8	pubmed	Thermoclostridium stercorarium NCIMB 11754	CAD48307.1	Q8GJ44		Bacteria	100	GH11
xylanase 11A (Xyn11A; XynA; Cst_c19320)	3.2.1.8	pubmed	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	AGI39894.1			Bacteria	100	GH11
xylanase 11A (Xyn11A; XynA; Cst_c19320)	3.2.1.8	pubmed	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	AGC68909.1			Bacteria	100	GH11
endo-β-1,4-xylanase (XynA;Xyn;NfXyn;NfXyn11) (Xyn11A)	3.2.1.8	pubmed	Thermopolyspora flexuosa DSM43186 / ATCC35864	CAD48747.1	Q8GMV7	1M4W[A]3B5L[B]3MF6[A]3MF9[A]3MFA[A]3MFC[A]	Bacteria	100	GH11
endo-β-1,4-xylanase (XynA;Xyn;NfXyn;NfXyn11) (Xyn11A)	3.2.1.8	pubmed	Thermopolyspora flexuosa DSM43186 / ATCC35864	AAO97628.1	Q8GMV7	1M4W[A]3B5L[B]3MF6[A]3MF9[A]3MFA[A]3MFC[A]	Bacteria	100	GH11
endo-β-1,4-xylanase (XynA;Xyn;NfXyn;NfXyn11) (Xyn11A)	3.2.1.8	pubmed	Thermopolyspora flexuosa DSM43186 / ATCC35864	AAQ80269.1	Q8GMV7	1M4W[A]3B5L[B]3MF6[A]3MF9[A]3MFA[A]3MFC[A]	Bacteria	100	GH11
endo-β-1,4-xylanase (XynA;Xyn;NfXyn;NfXyn11) (Xyn11A)	3.2.1.8	pubmed	Thermopolyspora flexuosa DSM43186 / ATCC35864	AAS23965.1	Q8GMV7	1M4W[A]3B5L[B]3MF6[A]3MF9[A]3MFA[A]3MFC[A]	Bacteria	100	GH11
endo-β-1,4-xylanase (XynA;Xyn;NfXyn;NfXyn11) (Xyn11A)	3.2.1.8	pubmed	Thermopolyspora flexuosa DSM43186 / ATCC35864	ACC29940.1	Q8GMV7	1M4W[A]3B5L[B]3MF6[A]3MF9[A]3MFA[A]3MFC[A]	Bacteria	100	GH11
endo-β-1,4-xylanase (Xyl1; GH11A)	3.2.1.8	pubmed	uncultured bacterium	AMO13185.1			Bacteria	100	GH11
xylanase (X0012;Xyn12)	3.2.1.8	pubmed	uncultured bacterium	ADD82898.1	D4PAK8	5GV1[A]5GY8[A]5GY9[A,B]5GYA[A,B]5GYB[A]5GYC[A]5GYE[A]5GYF[A]5GYG[A,B]5GYH[A]5GYI[A]	Bacteria	100	GH11
endo-β-1,4-xylanase (XYL7746)	3.2.1.8	pubmed	uncultured bacterium	AAQ90180.2	Q6TLP3		Bacteria	100	GH11
endo-β-1,4-xylanase (XYL7746)	3.2.1.8	pubmed	uncultured bacterium	ABX94901.1	Q6TLP3		Bacteria	100	GH11
endo-β-1,4-xylanase (XYL7746)	3.2.1.8	pubmed	uncultured bacterium	ABX94905.1	Q6TLP3		Bacteria	100	GH11
endo-β-1,4-xylanase (NtSymX11)	3.2.1.8	pubmed	uncultured bacterium	BBF66812.1			Bacteria	100	GH11
xylanase (XynR8) (partial)	3.2.1.8	pubmed	uncultured bacterium	ADN44273.1	E2JFA2		Bacteria	100	GH11
endo-β-1,4-xylanase (XYL6419)	3.2.1.8	pubmed	uncultured bacterium	AAS85782.1	Q6QHA2		Bacteria	100	GH11
endo-β-1,4-xylanase (XYL6807)	3.2.1.8	pubmed	uncultured bacterium	AAS85783.1	Q6QHA1		Bacteria	100	GH11
endo-β-1,4-xylanase (XYL6805)	3.2.1.8	pubmed	uncultured bacterium	AAS85784.1	Q6QHA0		Bacteria	100	GH11
endo-β-1,4-xylanase (Xyl6E7)	3.2.1.8	pubmed	uncultured bacterium	ADU33366.1	E7CR60		Bacteria	100	GH11
xylanase (Xyn22)	3.2.1.8	pubmed	uncultured bacterium	QHI00070.1			Bacteria	100	GH11
xylanase (Xyl1;XYL1G3-ORF22)	3.2.1.8	pubmed	uncultured bacterium	AEV59726.1	G9BYA7		Bacteria	100	GH11
endo-β-1,4-xylanase (PW8)	3.2.1.8	doi	uncultured bacterium	ABI94366.1	A2T401		Bacteria	100	GH11
endo-β-1,4-xylanase (XYL7)	3.2.1.8	doi	uncultured bacterium	AHX56799.1	A0A023R755		Bacteria	100	GH11
xylanase (EvXyn11fl) (Xyn11)	3.2.1.8	pubmed	uncultured bacterium	ACB87630.1	B2LWN3	2VGD[A]2VUJ[A]2VUL[A]	Bacteria	100	GH11
xylanase (Xyn11A)	3.2.1.8	pubmed	Xylanimicrobium pachnodae	AAD54767.1	Q9RQB8		Bacteria	100	GH11
corn-bran specific endo-β-1,4-xylanase (BACOVA_03433; Bovatus_03729)	3.2.1.8	pubmed	Bacteroides ovatus ATCC 8483	ALJ48334.1	A7M006		Bacteria	7	GH98
corn-bran specific endo-β-1,4-xylanase (BACOVA_03433; Bovatus_03729)	3.2.1.8	pubmed	Bacteroides ovatus ATCC 8483	EDO10800.1	A7M006		Bacteria	7	GH98
blood group A- and B-cleaving endo-β-galactosidase (Endo-ABase;EabC)	3.2.1.102	pubmed	Clostridium perfringens ATCC 10543	AAR84225.1	Q6RUF5Q8XNK4		Bacteria	7	GH98
blood group A- and B-cleaving endo-β-galactosidase (Cpe0329)	3.2.1.102	pubmed	Clostridium perfringens str. 13	BAB80035.1	Q8XNK4		Bacteria	7	GH98
blood group A- and B-cleaving endo-β-galactosidase (Cpe0329)	3.2.1.102	pubmed	Clostridium perfringens str. 13	NP_561245.1	Q8XNK4		Bacteria	7	GH98
blood-group endo-β-1,4-galactosidase (RgGH98;FXV78_04990)	3.2.1.102	pubmed	[Ruminococcus] gnavus ATCC 29149 JCM6515	QEI31357.1		7PMO[A,B]7Q1W[A]7Q20[A,B]	Bacteria	7	GH98
endo-β-1,4-galactosidase (CGSSp3BS71_10403;Sp3GH98;EABase) (blood-group A/B-antigen-specific)	3.2.1.102	pubmed	Streptococcus pneumoniae SP3-BS71	EDK74349.1	A0A0H2UKY3A0A0H2UKY4A5LBQ0C1CB04	2WMI[A,B]2WMJ[A,B]2WMK[A,B]4D6C[A]4D6D[A]4D6E[A]4D6F[A]4D6G[A]4D6H[A]4D6I[A]4D6J[A]4D71[A]4D72[A]	Bacteria	7	GH98
endo-β-1,4-galactosidase (SP_2159;SP2159;Sp4GH98) (LewisY-specific)	3.2.1.102	pubmed	Streptococcus pneumoniae TIGR4	AAK76213.1	A0A0H2US34Q97N96	2WMF[A]2WMG[A]2WMH[A]	Bacteria	7	GH98
endo-β-1,4-galactosidase (SP_2159;SP2159;Sp4GH98) (LewisY-specific)	3.2.1.102	pubmed	Streptococcus pneumoniae TIGR4	AAY71778.1	A0A0H2US34Q97N96	2WMF[A]2WMG[A]2WMH[A]	Bacteria	7	GH98
endo-β-1,4-galactosidase (SP_2159;SP2159;Sp4GH98) (LewisY-specific)	3.2.1.102	pubmed	Streptococcus pneumoniae TIGR4	NP_346573.1	A0A0H2US34Q97N96	2WMF[A]2WMG[A]2WMH[A]	Bacteria	7	GH98
3-O-α-D-galactosyl-α-L-arabinofuranosidase (BLGA_00340)	3.2.1.215	pubmed	Bifidobacterium longum subsp. longum JCM 7052	BBV22623.1	A0A7I6W7X7		Bacteria	31	GH39
β-1,4-xylosidase (CoXylA;Calow_0126)	3.2.1.37	pubmed	Caldicellulosiruptor owensensis OL	ADQ03734.1	E4Q2A6		Bacteria	31	GH39
β-xylosidase B (XynB;Orf5)	3.2.1.37	pubmed	Caldicellulosiruptor saccharolyticus	AAA23063.1	P23552		Bacteria	31	GH39
β-xylosidase B (XynB;Orf5)	3.2.1.37	pubmed	Caldicellulosiruptor saccharolyticus	AAB87376.1	P23552		Bacteria	31	GH39
β-xylosidase D (XynD)	3.2.1.37	pubmed	Caldicellulosiruptor saccharolyticus	AAB87373.1	O30428		Bacteria	31	GH39
β-xylosidase (XynD;Csac_2409)	3.2.1.37	pubmed	Caldicellulosiruptor saccharolyticus DSM 8903	ABP67986.1	A4XM51		Bacteria	31	GH39
β-xylosidase (XynD;Csac_2409)	3.2.1.37	pubmed	Caldicellulosiruptor saccharolyticus DSM 8903	ABP67986.2	A4XM51		Bacteria	31	GH39
β-xylosidase II (XynB2;CcXynB2;CC2357)	3.2.1.37	pubmed	Caulobacter vibrioides CB15	AAK24328.1	Q9A5U0	4EKJ[A]4M29[A]	Bacteria	31	GH39
β-xylosidase II (XynB2;CcXynB2;CC2357)	3.2.1.37	pubmed	Caulobacter vibrioides CB15	NP_421160.1	Q9A5U0	4EKJ[A]4M29[A]	Bacteria	31	GH39
β-xylosidase (Xln-DT)	3.2.1.37	pubmed	Dictyoglomus thermophilum DSM 3960	ARO76324.1			Bacteria	31	GH39
β-xylosidase (DtXyl; DICTH_1792)	3.2.1.37	pubmed	Dictyoglomus thermophilum H-6-12	ACI18502.1	B5YB78	6YYH[A,B]6YYI[A,B]	Bacteria	31	GH39
[ulvan] endo-α-L-rhamnosidase (BN863_22200)	3.2.1.-	pubmed	Formosa agariphila KMM 3901	CDF79932.1	T2KM23		Bacteria	31	GH39
β-xylosidase	3.2.1.37	pubmed	Geobacillus sp. WSUCF1	WP_020755811.1	A0A1V9CR85S7STZ0		Bacteria	31	GH39
β-xylosidase (XynB;XynB1;HUS_CDS69)	3.2.1.37	pubmed	Geobacillus stearothermophilus T-6 NCIMB 40222	ABI49941.1	Q9ZFM2	1W91[A,B,C,D,E,F,G,H]2BFG[A,B,C,D,E,F,G,H]2BS9[A,B,C,D,E,F,G,H]	Bacteria	31	GH39
β-xylosidase (XynB;XynB1;HUS_CDS69)	3.2.1.37	pubmed	Geobacillus stearothermophilus T-6 NCIMB 40222	AAC98129.1	Q9ZFM2	1W91[A,B,C,D,E,F,G,H]2BFG[A,B,C,D,E,F,G,H]2BS9[A,B,C,D,E,F,G,H]	Bacteria	31	GH39
β-xylosidase (BHXyl39;Bxyl;BH1068)	3.2.1.37	pubmed	Halalkalibacterium halodurans C-125	BAB04787.1	Q9KDZ3		Bacteria	31	GH39
β-xylosidase (BHXyl39;Bxyl;BH1068)	3.2.1.37	pubmed	Halalkalibacterium halodurans C-125	NP_241934.1	Q9KDZ3		Bacteria	31	GH39
exopolysaccharide Psl biosynthetic/hydrolytic enzyme (PslG;PA2237)	3.2.1.21	pubmed	Pseudomonas aeruginosa PAO1	AAG05625.1	Q9I1N2	4ZN2[A,B,C,D]5BX9[A]5BXA[A]	Bacteria	31	GH39
exopolysaccharide Psl biosynthetic/hydrolytic enzyme (PslG;PA2237)	3.2.1.21	pubmed	Pseudomonas aeruginosa PAO1	NP_250927.1	Q9I1N2	4ZN2[A,B,C,D]5BX9[A]5BXA[A]	Bacteria	31	GH39
xylan 1,4-β-xylosidase (SlXyn39; Slin_3934)	3.2.1.37	pubmed	Spirosoma linguale DSM 74	ADB39924.1			Bacteria	31	GH39
β-xylosidase (XynB)	3.2.1.37	pubmed	Thermoanaerobacterium saccharolyticum B6A-RI	AAA27369.1	P36906	1PX8[A,B]1UHV[A,B,C,D]	Bacteria	31	GH39
β-xylosidase (XylB;Tsac_1452)	3.2.1.37	pubmed	Thermoanaerobacterium saccharolyticum JW/SL-YS485	AFK86459.1	I3VVB4O30360		Bacteria	31	GH39
β-xylosidase (XylB;Tsac_1452)	3.2.1.37	pubmed	Thermoanaerobacterium saccharolyticum JW/SL-YS485	AAB68820.1	I3VVB4O30360		Bacteria	31	GH39
β-xylosidase A (BxlA) (Bxl39A)	3.2.1.37	pubmed	Thermoclostridium stercorarium NCIMB 11745	CAD48308.1	Q8GJ43		Bacteria	31	GH39
β-xylosidase (Bxl39A; BxlA; Cst_c08910)	3.2.1.37	pubmed	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	AGI38931.1			Bacteria	31	GH39
β-xylosidase (Bxl39A; BxlA; Cst_c08910)	3.2.1.37	pubmed	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	AGC67890.1			Bacteria	31	GH39
Xyl21	3.2.1.37	doi	uncultured bacterium	APG32530.1	A0A1L3GYC8		Bacteria	31	GH39
xylan 1,4-β-xylosidase (XylP81;QPG93045.1) (fragment)	3.2.1.37	pubmed	uncultured bacterium	QPG93045.1			Bacteria	31	GH39
β-xylosidase (XynB; XacXynB; XAC4058)	3.2.1.37	pubmed	Xanthomonas citri pv. citri str. 306	AAM38893.1	Q8PFC5	6UQJ[A]	Bacteria	31	GH39
β-xylosidase (XynB; XacXynB; XAC4058)	3.2.1.37	pubmed	Xanthomonas citri pv. citri str. 306	NP_644357.1	Q8PFC5	6UQJ[A]	Bacteria	31	GH39
β-xylosidase B (XysB)	3.2.1.37	pubmed	Aeromonas caviae ME-1	BAA74507.1	Q9Z487		Bacteria	10	GH52
exo-β-1,4-xylosidase (Xyn;GsXyn)	3.2.1.37	pubmed	Geobacillus stearothermophilus 1A05583	AGE34479.1	M1GNL7		Bacteria	10	GH52
β-xylosidase (XylA)	3.2.1.37	pubmed	Geobacillus stearothermophilus 21	BAA05667.1	P45702		Bacteria	10	GH52
β-xylosidase 22 (ET31_03040)	3.2.1.37	doi	Geobacillus stearothermophilus 22	KFL17027.1			Bacteria	10	GH52
β-xylosidase (XynB2;Xyn52B2;β-X;LbX;HUS_CDS60)	3.2.1.37	pubmed	Geobacillus stearothermophilus T-6 NCIMB 40222	CAC29083.1	Q09LZ0Q9AL84Q9ZFM9	4RHH[A,B,C,D]	Bacteria	10	GH52
β-xylosidase (XynB2;Xyn52B2;β-X;LbX;HUS_CDS60)	3.2.1.37	pubmed	Geobacillus stearothermophilus T-6 NCIMB 40222	AAC98122.1	Q09LZ0Q9AL84Q9ZFM9	4RHH[A,B,C,D]	Bacteria	10	GH52
β-xylosidase (XynB2;Xyn52B2;β-X;LbX;HUS_CDS60)	3.2.1.37	pubmed	Geobacillus stearothermophilus T-6 NCIMB 40222	ABI49956.1	Q09LZ0Q9AL84Q9ZFM9	4RHH[A,B,C,D]	Bacteria	10	GH52
β-xylosidase (BH2114)	3.2.1.37	doi	Halalkalibacterium halodurans C-125	BAB05833.1	Q9KB21		Bacteria	10	GH52
β-xylosidase (BH2114)	3.2.1.37	doi	Halalkalibacterium halodurans C-125	NP_242980.1	Q9KB21		Bacteria	10	GH52
β-xylosidase (XylA)	3.2.1.37	doi	Paenibacillus sp. DG-22	ABV46494.1	B6C867		Bacteria	10	GH52
β-xylosidase (GT2_24_00240)	3.2.1.37	pubmed	Parageobacillus thermoglucosidasius NBRC 107763 / TM242	GAJ44942.1	A0A067XG64	4C1O[A]4C1P[A]	Bacteria	10	GH52
β-xylosidase (XylD;Tsac_1451)	3.2.1.37	pubmed	Thermoanaerobacterium saccharolyticum JW/SL-YS485	AFK86458.1	I3VVB3		Bacteria	10	GH52
β-xylosidase B (XylB;BAD_0299)	3.2.1.37	pubmed	Bifidobacterium adolescentis ATCC 15703	BAF39080.1	A1A047		Bacteria	3	GH120
β-xylosidase (XylC;Tsac_0939)	3.2.1.37	pubmed	Thermoanaerobacterium saccharolyticum JW/SL-YS485	ABM68042.1	A2ICH1	3VST[A,B,C,D]3VSU[A,B,C,D]3VSV[A,B,C,D]	Bacteria	3	GH120
β-xylosidase (XylC;Tsac_0939)	3.2.1.37	pubmed	Thermoanaerobacterium saccharolyticum JW/SL-YS485	AFK85955.1	A2ICH1	3VST[A,B,C,D]3VSU[A,B,C,D]3VSV[A,B,C,D]	Bacteria	3	GH120
xylan α-1,2-(4-O-methyl)-glucuronidase / α-glucuronidase (AxyAgu115A; AXY_23000)	3.2.1.131	pubmed	Amphibacillus xylanus NBRC 15112	BAM48432.1	K0J4X5	6NPS[A,B]	Bacteria	9	GH115
α-glucuronidase (BoAgu115A;BACOVA_03449;Bovatus_03743) (Agu115A)	3.2.1.131	pubmed	Bacteroides ovatus ATCC 8483	EDO10816.1	A7M022	4C90[A,B]4C91[A,B]	Bacteria	9	GH115
[arabinogalactan] 4-O-methyl-α-glucuronidase (BtGH115A;BT2958;BT_2958) (GH115A)	3.2.1.-	pubmed	Bacteroides thetaiotaomicron VPI-5482	AAO78064.1	Q8A3J6	5BY3[A]	Bacteria	9	GH115
[arabinogalactan] 4-O-methyl-α-glucuronidase (BtGH115A;BT2958;BT_2958) (GH115A)	3.2.1.-	pubmed	Bacteroides thetaiotaomicron VPI-5482	NP_811870.1	Q8A3J6	5BY3[A]	Bacteria	9	GH115
xylan α-1,2-glucuronidase (RiAgu115A;ROSINTL182_08195) (Agu115A)	3.2.1.131	pubmed	Roseburia intestinalis L1-82	EEU99942.1	C7GE43		Bacteria	9	GH115
xylan α-glucuronidase (SdeAgu115A;Sde_1755) (Agu115A=Glu115A)	3.2.1.131	pubmed	Saccharophagus degradans 2-40	ABD81015.1	Q21JW4	4ZMH[A,B]	Bacteria	9	GH115
xylan α-1,2-(4-O-methyl)-glucuronidase / α-glucuronidase (SSDG_01527T0, SpGlcA115A)	3.2.1.131	pubmed	Streptomyces pristinaespiralis ATCC 25486	WP_005320908.1	A0A0M4DBW4B5H8Y8	cryst	Bacteria	9	GH115
α-glucuronidase (Xyg)	3.2.1.139	pubmed	Aeromonas caviae ME-1	BAA74508.1	Q9Z486		Bacteria	27	GH67
α-glucuronidase (BiAgu67A;BACINT_04205) (Agu67A)	3.2.1.139	pubmed	Bacteroides intestinalis DSM 17393	EDV05062.1	B3CES4		Bacteria	27	GH67
xylan α-1,2-glucuronidase / α-glucuronidase (PUL-XylS;BoGH67;BACOVA_04385;Bovatus_01723)	3.2.1.131	pubmed	Bacteroides ovatus ATCC 8483	EDO10005.1	A7M2P8		Bacteria	27	GH67
α-glucuronidase (ORF0540) (Agu67A)	3.2.1.131	pubmed	Caldanaerobius polysaccharolyticus KMCJ	AFM44650.1	I6QTZ4		Bacteria	27	GH67
α-glucuronidase (Cb909;CbAgu67A;Athe_0854) (Agu67A)	3.2.1.139	pubmed	Caldicellulosiruptor bescii DSM 6725	ACM59969.1	B9MQL5		Bacteria	27	GH67
xylan α-1,2-glucuronidase / α-glucuronidase (CjGlcA67A;CJA_2887) (Gla67A=GlcA67A)	3.2.1.131	pubmed	Cellvibrio japonicus Ueda107	ACE83468.1	B3PC73Q8VP74	1GQI[A,B]1GQJ[A,B]1GQK[A,B]1GQL[A,B]1H41[A,B]	Bacteria	27	GH67
xylan α-1,2-glucuronidase / α-glucuronidase (CjGlcA67A;CJA_2887) (Gla67A=GlcA67A)	3.2.1.131	pubmed	Cellvibrio japonicus Ueda107	AAL57752.1	B3PC73Q8VP74	1GQI[A,B]1GQJ[A,B]1GQK[A,B]1GQL[A,B]1H41[A,B]	Bacteria	27	GH67
α-glucuronidase (GlcA67A)	3.2.1.139	pubmed	Cellvibrio mixtus	AAL57753.1	Q8VP73		Bacteria	27	GH67
α-glucuronidase (LaGl;Dtur_1714)	3.2.1.139	pubmed	Dictyoglomus turgidum DSM 6724	ACK42986.1	B8E3B2		Bacteria	27	GH67
α-glucuronidase 22 (?ET31_03015)	3.2.1.131	doi	Geobacillus stearothermophilus 22	KFL17022.1			Bacteria	27	GH67
α-glucuronidase (AguA)	3.2.1.139	pubmed	Geobacillus stearothermophilus 236	AAG09715.1	Q9F920		Bacteria	27	GH67
α-glucuronidase (AguA)	3.2.1.139	pubmed	Geobacillus stearothermophilus T-1	AAL32057.1	Q8VVD2	1K9D[A]1L8N[A]1MQQ[A]	Bacteria	27	GH67
xylan α-1,2-glucuronidase / α-glucuronidase (AguA;HUS_CDS68)	3.2.1.131	pubmed	Geobacillus stearothermophilus T-6 NCIMB 40222	ABI49940.1	Q09LY5Q9ZFM3	1K9E[A]1K9F[A]1MQP[A]1MQR[A]	Bacteria	27	GH67
xylan α-1,2-glucuronidase / α-glucuronidase (AguA;HUS_CDS68)	3.2.1.131	pubmed	Geobacillus stearothermophilus T-6 NCIMB 40222	AAC98128.2	Q09LY5Q9ZFM3	1K9E[A]1K9F[A]1MQP[A]1MQR[A]	Bacteria	27	GH67
α-glucuronidase (BhGlcA67; BH1061)	3.2.1.139	pubmed	Halalkalibacterium halodurans C-125	BAB04780.1			Bacteria	27	GH67
α-glucuronidase (BhGlcA67; BH1061)	3.2.1.139	pubmed	Halalkalibacterium halodurans C-125	NP_241927.1			Bacteria	27	GH67
α-glucuronidase (AguA)	3.2.1.139	pubmed	Paenibacillus curdlanolyticus B-6	AIW62944.1	A0A0A0V7L5		Bacteria	27	GH67
α-glucuronidase (AguA;Pjdr2_1323)	3.2.1.139	pubmed	Paenibacillus sp. JDR-2	ABV90485.1	A9QDR9		Bacteria	27	GH67
